Train_ID,Date,Cleaning_Type,Duration_Minutes,Cost,Staff_Assigned,Priority,Completion_Status,Quality_Score,Location,Shift,Notes
CR106,2024-07-17,Window_Polish,38,1002,5,Medium,Completed,86.85033095936227,Terminal_Station,Night,Window Polish performed on CR106
CR106,2024-07-17,LED_Light_Clean,56,737,2,High,Scheduled,94.85859639238896,Depot_B,Night,LED Light Clean performed on CR106
CR106,2024-07-17,Disinfection_Spray,27,1376,6,Low,Scheduled,94.81374406184527,Depot_B,Night,Disinfection Spray performed on CR106
CR106,2024-07-19,Window_Polish,57,1113,2,Medium,In_Progress,88.13896558388196,Depot_A,Evening,Window Polish performed on CR106
CR106,2024-07-19,Graffiti_Removal,74,1281,5,Medium,In_Progress,97.6214569087452,Depot_A,Morning,Graffiti Removal performed on CR106
CR106,2024-07-20,Window_Polish,44,1074,6,Medium,Scheduled,88.25771026922499,Terminal_Station,Evening,Window Polish performed on CR106
CR106,2024-07-20,Graffiti_Removal,126,828,4,Low,Completed,95.32431983963885,Depot_A,Night,Graffiti Removal performed on CR106
CR106,2024-07-20,Driver_Cabin_Detail,35,1586,4,Low,Completed,86.80030875161172,Terminal_Station,Evening,Driver Cabin Detail performed on CR106
CR106,2024-07-23,LED_Light_Clean,57,1595,3,High,In_Progress,97.83350753070677,Terminal_Station,Night,LED Light Clean performed on CR106
CR106,2024-07-23,Disinfection_Spray,39,1997,3,Low,Completed,90.2749024918249,Terminal_Station,Evening,Disinfection Spray performed on CR106
CR106,2024-07-24,Graffiti_Removal,136,1454,3,High,Scheduled,91.34436002912615,Depot_B,Morning,Graffiti Removal performed on CR106
CR106,2024-07-24,Window_Polish,40,1458,4,Low,In_Progress,89.85366065874472,Depot_B,Evening,Window Polish performed on CR106
CR106,2024-07-24,Exterior_Wash,67,1228,3,Low,Scheduled,86.89997549760416,Terminal_Station,Morning,Exterior Wash performed on CR106
CR106,2024-07-27,LED_Light_Clean,47,1751,4,Medium,Scheduled,92.38753837577663,Terminal_Station,Morning,LED Light Clean performed on CR106
CR106,2024-07-27,Floor_Deep_Clean,108,968,5,Medium,Scheduled,86.83197935549553,Terminal_Station,Evening,Floor Deep Clean performed on CR106
CR106,2024-07-28,LED_Light_Clean,58,550,6,Low,Scheduled,92.22692903078008,Terminal_Station,Night,LED Light Clean performed on CR106
CR106,2024-07-28,Floor_Deep_Clean,90,601,6,Medium,Scheduled,89.7184672596017,Depot_A,Morning,Floor Deep Clean performed on CR106
CR106,2024-07-29,Driver_Cabin_Detail,38,1934,3,High,In_Progress,87.57453984190346,Depot_B,Evening,Driver Cabin Detail performed on CR106
CR106,2024-07-29,Window_Polish,34,1102,6,Medium,Completed,88.20546648036294,Depot_B,Evening,Window Polish performed on CR106
CR106,2024-08-01,Disinfection_Spray,28,833,5,High,Scheduled,88.06782725268128,Depot_B,Night,Disinfection Spray performed on CR106
CR106,2024-08-02,Interior_Deep_Clean,135,1730,2,High,In_Progress,92.77125293798467,Depot_B,Evening,Interior Deep Clean performed on CR106
CR106,2024-08-04,Disinfection_Spray,38,1464,3,High,Scheduled,91.30016777364003,Terminal_Station,Evening,Disinfection Spray performed on CR106
CR106,2024-08-06,Floor_Deep_Clean,90,845,2,High,Scheduled,90.10052495594132,Depot_B,Evening,Floor Deep Clean performed on CR106
CR106,2024-08-06,Graffiti_Removal,45,517,4,Low,In_Progress,92.43840488357337,Terminal_Station,Night,Graffiti Removal performed on CR106
CR106,2024-08-06,Driver_Cabin_Detail,41,631,4,Low,Scheduled,96.961092543106,Terminal_Station,Morning,Driver Cabin Detail performed on CR106
CR106,2024-08-08,Seat_Sanitization,100,536,6,Low,In_Progress,88.1321505883166,Terminal_Station,Morning,Seat Sanitization performed on CR106
CR106,2024-08-08,Window_Polish,46,1828,2,High,In_Progress,96.78052524893096,Terminal_Station,Night,Window Polish performed on CR106
CR106,2024-08-09,Interior_Deep_Clean,122,831,3,High,In_Progress,87.64635920524408,Depot_A,Morning,Interior Deep Clean performed on CR106
CR106,2024-08-10,Window_Polish,55,1120,4,High,In_Progress,95.99719329758092,Depot_A,Morning,Window Polish performed on CR106
CR106,2024-08-10,Disinfection_Spray,23,1290,6,Low,Scheduled,95.46641448678761,Depot_A,Evening,Disinfection Spray performed on CR106
CR106,2024-08-11,Seat_Sanitization,102,1336,3,Low,Scheduled,92.97760620340348,Terminal_Station,Night,Seat Sanitization performed on CR106
CR106,2024-08-12,Graffiti_Removal,56,891,3,Medium,Scheduled,86.39195756278352,Depot_B,Evening,Graffiti Removal performed on CR106
CR106,2024-08-12,Exterior_Wash,50,751,6,Medium,Completed,89.89085067413293,Terminal_Station,Evening,Exterior Wash performed on CR106
CR106,2024-08-12,LED_Light_Clean,50,1511,2,Low,Scheduled,89.18206888117092,Depot_A,Night,LED Light Clean performed on CR106
CR106,2024-08-13,Window_Polish,47,1732,3,High,In_Progress,89.98329435377387,Terminal_Station,Night,Window Polish performed on CR106
CR106,2024-08-13,LED_Light_Clean,53,1276,6,Medium,In_Progress,87.846482041008,Depot_B,Night,LED Light Clean performed on CR106
CR106,2024-08-13,Graffiti_Removal,102,1110,2,Low,Completed,96.05745332732877,Depot_A,Night,Graffiti Removal performed on CR106
CR106,2024-08-14,Floor_Deep_Clean,92,772,6,Medium,Completed,91.27401052901872,Terminal_Station,Night,Floor Deep Clean performed on CR106
CR106,2024-08-14,Graffiti_Removal,79,1273,4,Low,Scheduled,93.97177760231456,Depot_A,Evening,Graffiti Removal performed on CR106
CR106,2024-08-14,Driver_Cabin_Detail,35,1132,2,Medium,In_Progress,94.35783073180107,Depot_B,Evening,Driver Cabin Detail performed on CR106
CR106,2024-08-16,Floor_Deep_Clean,88,977,6,Low,Scheduled,94.55765542512144,Depot_A,Evening,Floor Deep Clean performed on CR106
CR106,2024-08-16,Disinfection_Spray,38,1971,5,Low,Completed,97.96361550310365,Terminal_Station,Morning,Disinfection Spray performed on CR106
CR106,2024-08-17,Seat_Sanitization,101,639,6,Medium,Scheduled,85.35402064734465,Depot_A,Night,Seat Sanitization performed on CR106
CR106,2024-08-18,Seat_Sanitization,100,905,2,Medium,Scheduled,96.44618092480546,Depot_B,Morning,Seat Sanitization performed on CR106
CR106,2024-08-18,Interior_Deep_Clean,137,1258,3,Medium,Scheduled,85.11824074243583,Depot_B,Night,Interior Deep Clean performed on CR106
CR106,2024-08-19,Graffiti_Removal,110,1478,2,Low,Completed,92.13532632617951,Terminal_Station,Morning,Graffiti Removal performed on CR106
CR106,2024-08-19,Interior_Deep_Clean,126,970,2,High,Scheduled,89.51753892488428,Terminal_Station,Night,Interior Deep Clean performed on CR106
CR106,2024-08-20,Graffiti_Removal,92,674,6,High,In_Progress,87.60348937677395,Depot_A,Morning,Graffiti Removal performed on CR106
CR106,2024-08-20,Window_Polish,36,879,4,High,Scheduled,96.9789612735575,Depot_B,Evening,Window Polish performed on CR106
CR106,2024-08-22,Driver_Cabin_Detail,31,519,3,Low,Completed,86.31450411619028,Depot_B,Morning,Driver Cabin Detail performed on CR106
CR106,2024-08-22,Interior_Deep_Clean,136,1349,6,Medium,Scheduled,96.24375989131784,Depot_B,Morning,Interior Deep Clean performed on CR106
CR106,2024-08-22,Seat_Sanitization,103,1339,6,Medium,Completed,95.4604441276278,Depot_A,Night,Seat Sanitization performed on CR106
CR106,2024-08-23,Exterior_Wash,48,717,5,Medium,Scheduled,93.12141884960373,Terminal_Station,Night,Exterior Wash performed on CR106
CR106,2024-08-24,LED_Light_Clean,58,1675,5,Medium,In_Progress,87.41574828011156,Terminal_Station,Evening,LED Light Clean performed on CR106
CR106,2024-08-24,Disinfection_Spray,33,557,6,High,In_Progress,85.62185497360105,Depot_B,Evening,Disinfection Spray performed on CR106
CR106,2024-08-25,Floor_Deep_Clean,74,803,2,Low,In_Progress,88.52918535664058,Terminal_Station,Morning,Floor Deep Clean performed on CR106
CR106,2024-08-27,Window_Polish,41,846,3,High,In_Progress,95.5960063650211,Depot_A,Evening,Window Polish performed on CR106
CR106,2024-08-27,Disinfection_Spray,40,1866,5,Low,Completed,97.57117573836753,Depot_B,Evening,Disinfection Spray performed on CR106
CR106,2024-08-27,HVAC_Filter,82,861,5,Low,Scheduled,95.67648916070941,Depot_A,Night,HVAC Filter performed on CR106
CR106,2024-08-28,Disinfection_Spray,32,1463,6,High,Completed,92.05353053068968,Depot_A,Morning,Disinfection Spray performed on CR106
CR106,2024-08-29,Window_Polish,44,1456,5,High,Completed,87.4621899666131,Terminal_Station,Morning,Window Polish performed on CR106
CR106,2024-08-30,Exterior_Wash,72,1730,2,Medium,In_Progress,95.56880705780665,Depot_A,Night,Exterior Wash performed on CR106
CR106,2024-08-30,Seat_Sanitization,109,1081,5,Low,In_Progress,89.83530857207195,Terminal_Station,Evening,Seat Sanitization performed on CR106
CR106,2024-08-31,Driver_Cabin_Detail,33,941,3,Medium,In_Progress,94.472277786289,Depot_A,Night,Driver Cabin Detail performed on CR106
CR106,2024-08-31,LED_Light_Clean,56,1263,6,Low,In_Progress,88.52182456677225,Depot_B,Evening,LED Light Clean performed on CR106
CR106,2024-09-01,Graffiti_Removal,69,1484,3,Medium,Scheduled,86.81153862858463,Depot_B,Morning,Graffiti Removal performed on CR106
CR106,2024-09-01,Driver_Cabin_Detail,39,1437,6,Medium,In_Progress,90.67222299694168,Terminal_Station,Morning,Driver Cabin Detail performed on CR106
CR106,2024-09-02,LED_Light_Clean,47,934,4,Low,Completed,89.14291105040196,Depot_A,Evening,LED Light Clean performed on CR106
CR106,2024-09-02,Exterior_Wash,60,1055,3,High,Completed,94.75885203736298,Terminal_Station,Morning,Exterior Wash performed on CR106
CR106,2024-09-02,Floor_Deep_Clean,74,1910,4,Medium,Completed,88.00015953044849,Terminal_Station,Night,Floor Deep Clean performed on CR106
CR106,2024-09-04,Disinfection_Spray,35,1338,3,Low,Completed,89.62311352916261,Depot_B,Morning,Disinfection Spray performed on CR106
CR106,2024-09-05,Window_Polish,33,1715,5,Low,In_Progress,86.96443808019485,Depot_B,Morning,Window Polish performed on CR106
CR106,2024-09-05,Seat_Sanitization,119,556,4,Medium,Scheduled,89.7175504198743,Terminal_Station,Evening,Seat Sanitization performed on CR106
CR106,2024-09-05,Exterior_Wash,64,1025,4,Low,Scheduled,97.53065034606965,Terminal_Station,Night,Exterior Wash performed on CR106
CR106,2024-09-06,LED_Light_Clean,48,615,6,Medium,Completed,92.78657884519784,Depot_A,Morning,LED Light Clean performed on CR106
CR106,2024-09-06,Seat_Sanitization,97,790,4,High,In_Progress,85.2417014070541,Terminal_Station,Evening,Seat Sanitization performed on CR106
CR106,2024-09-07,Driver_Cabin_Detail,32,892,6,Medium,In_Progress,91.95402871491142,Terminal_Station,Night,Driver Cabin Detail performed on CR106
CR106,2024-09-08,Floor_Deep_Clean,86,1853,2,Low,Scheduled,86.06649673628266,Terminal_Station,Night,Floor Deep Clean performed on CR106
CR106,2024-09-09,Disinfection_Spray,24,848,4,Low,Completed,90.48941378013798,Terminal_Station,Evening,Disinfection Spray performed on CR106
CR106,2024-09-09,Window_Polish,31,1202,3,Medium,In_Progress,86.16231225413884,Depot_A,Morning,Window Polish performed on CR106
CR106,2024-09-09,Graffiti_Removal,171,1996,5,High,Scheduled,87.4693992895073,Depot_A,Morning,Graffiti Removal performed on CR106
CR106,2024-09-10,Exterior_Wash,67,839,5,Low,Scheduled,90.31769980557631,Depot_B,Evening,Exterior Wash performed on CR106
CR106,2024-09-11,Seat_Sanitization,117,1951,3,High,In_Progress,87.46546629843402,Depot_B,Morning,Seat Sanitization performed on CR106
CR106,2024-09-11,LED_Light_Clean,46,1871,2,Medium,Completed,92.47103796702582,Terminal_Station,Night,LED Light Clean performed on CR106
CR106,2024-09-11,Floor_Deep_Clean,106,1752,6,High,In_Progress,85.98545629347772,Depot_B,Morning,Floor Deep Clean performed on CR106
CR106,2024-09-12,Floor_Deep_Clean,99,1213,2,Medium,Scheduled,85.93672809793752,Depot_B,Night,Floor Deep Clean performed on CR106
CR106,2024-09-12,Seat_Sanitization,114,1897,3,High,In_Progress,94.1897667886272,Depot_A,Morning,Seat Sanitization performed on CR106
CR106,2024-09-13,Interior_Deep_Clean,144,533,4,Medium,In_Progress,96.60052321957994,Depot_A,Morning,Interior Deep Clean performed on CR106
CR106,2024-09-13,Disinfection_Spray,26,883,3,Medium,Completed,87.16099736792074,Depot_B,Evening,Disinfection Spray performed on CR106
CR106,2024-09-13,Window_Polish,42,1939,4,Low,Completed,92.57988999938756,Depot_A,Morning,Window Polish performed on CR106
CR106,2024-09-15,HVAC_Filter,62,1676,3,High,Scheduled,85.25110384639393,Depot_B,Evening,HVAC Filter performed on CR106
CR106,2024-09-15,Driver_Cabin_Detail,34,1696,4,Medium,In_Progress,95.31955745783105,Depot_B,Morning,Driver Cabin Detail performed on CR106
CR106,2024-09-18,Disinfection_Spray,31,1179,4,Low,Completed,92.11675349391533,Depot_A,Night,Disinfection Spray performed on CR106
CR106,2024-09-18,Interior_Deep_Clean,161,1673,4,Medium,Scheduled,86.99204310837668,Depot_A,Evening,Interior Deep Clean performed on CR106
CR106,2024-09-19,Floor_Deep_Clean,63,1267,3,Low,In_Progress,85.48942765249083,Depot_B,Evening,Floor Deep Clean performed on CR106
CR106,2024-09-19,Interior_Deep_Clean,129,1441,5,Medium,In_Progress,97.78726154131698,Depot_B,Morning,Interior Deep Clean performed on CR106
CR106,2024-09-19,Disinfection_Spray,32,1972,4,Low,In_Progress,94.38410616720844,Depot_A,Morning,Disinfection Spray performed on CR106
CR106,2024-09-21,HVAC_Filter,79,923,6,Low,In_Progress,92.2067195979636,Depot_B,Evening,HVAC Filter performed on CR106
CR106,2024-09-21,Seat_Sanitization,114,611,4,Low,Scheduled,85.95798303542458,Depot_A,Evening,Seat Sanitization performed on CR106
CR106,2024-09-22,Graffiti_Removal,85,1714,5,Low,Completed,92.64049521970168,Depot_B,Evening,Graffiti Removal performed on CR106
CR106,2024-09-23,Exterior_Wash,61,810,5,Medium,In_Progress,94.05063343160651,Depot_B,Evening,Exterior Wash performed on CR106
CR106,2024-09-24,Interior_Deep_Clean,129,1154,5,Low,Completed,88.99663751065853,Depot_A,Morning,Interior Deep Clean performed on CR106
CR106,2024-09-25,Driver_Cabin_Detail,45,744,4,High,In_Progress,97.93687065252088,Depot_A,Morning,Driver Cabin Detail performed on CR106
CR106,2024-09-25,HVAC_Filter,76,1276,6,Medium,In_Progress,92.54413825709418,Depot_B,Evening,HVAC Filter performed on CR106
CR106,2024-09-25,Exterior_Wash,75,1869,3,Low,In_Progress,94.32287146517645,Depot_A,Evening,Exterior Wash performed on CR106
CR106,2024-09-27,Seat_Sanitization,111,1898,6,Low,In_Progress,87.08588148415335,Depot_B,Morning,Seat Sanitization performed on CR106
CR106,2024-09-27,Window_Polish,57,528,2,Medium,Scheduled,97.2705009622441,Terminal_Station,Night,Window Polish performed on CR106
CR106,2024-09-27,Graffiti_Removal,172,1557,3,Low,Completed,88.46117310910287,Terminal_Station,Night,Graffiti Removal performed on CR106
CR106,2024-09-28,Window_Polish,48,1750,5,Low,Completed,88.88249595791788,Depot_B,Evening,Window Polish performed on CR106
CR106,2024-09-29,Seat_Sanitization,112,605,5,High,Completed,93.98130384073914,Depot_B,Night,Seat Sanitization performed on CR106
CR106,2024-09-29,Driver_Cabin_Detail,35,856,3,High,In_Progress,89.44051732253118,Terminal_Station,Evening,Driver Cabin Detail performed on CR106
CR106,2024-09-30,Graffiti_Removal,70,1522,3,High,Scheduled,86.29754655313292,Depot_B,Evening,Graffiti Removal performed on CR106
CR106,2024-09-30,Window_Polish,58,1571,6,Low,Completed,96.41917448162108,Depot_B,Night,Window Polish performed on CR106
CR106,2024-10-03,Floor_Deep_Clean,80,1646,3,Medium,In_Progress,97.01277997122017,Depot_A,Evening,Floor Deep Clean performed on CR106
CR106,2024-10-03,Driver_Cabin_Detail,42,1721,4,Low,Scheduled,95.78589365343655,Depot_B,Morning,Driver Cabin Detail performed on CR106
CR106,2024-10-03,Seat_Sanitization,97,751,2,Medium,Completed,87.74374891938122,Depot_A,Evening,Seat Sanitization performed on CR106
CR106,2024-10-04,Seat_Sanitization,116,848,2,Low,Scheduled,91.47639298036756,Terminal_Station,Night,Seat Sanitization performed on CR106
CR106,2024-10-04,Graffiti_Removal,74,1430,6,Low,Scheduled,92.92311368733739,Depot_A,Evening,Graffiti Removal performed on CR106
CR106,2024-10-04,Driver_Cabin_Detail,41,1100,6,High,Scheduled,89.45942757217412,Depot_A,Evening,Driver Cabin Detail performed on CR106
CR106,2024-10-05,Seat_Sanitization,116,596,5,High,Scheduled,92.59216649676051,Terminal_Station,Evening,Seat Sanitization performed on CR106
CR106,2024-10-05,Floor_Deep_Clean,120,1740,2,Medium,In_Progress,96.56064169869893,Terminal_Station,Morning,Floor Deep Clean performed on CR106
CR106,2024-10-06,LED_Light_Clean,47,1583,6,High,Completed,91.44865551524086,Depot_B,Morning,LED Light Clean performed on CR106
CR106,2024-10-06,Interior_Deep_Clean,174,895,6,Low,Scheduled,95.80582417601472,Depot_A,Morning,Interior Deep Clean performed on CR106
CR106,2024-10-06,Disinfection_Spray,36,1943,4,Medium,Scheduled,94.40806810554261,Terminal_Station,Morning,Disinfection Spray performed on CR106
CR106,2024-10-07,Window_Polish,39,658,2,Medium,Completed,95.94562835467335,Terminal_Station,Evening,Window Polish performed on CR106
CR106,2024-10-08,HVAC_Filter,63,1027,4,Low,Scheduled,95.16729228047858,Terminal_Station,Night,HVAC Filter performed on CR106
CR106,2024-10-08,Interior_Deep_Clean,135,1532,2,Medium,Scheduled,89.91875334442264,Depot_B,Night,Interior Deep Clean performed on CR106
CR106,2024-10-10,HVAC_Filter,88,917,3,Low,Completed,95.5831684308337,Depot_B,Night,HVAC Filter performed on CR106
CR106,2024-10-11,Graffiti_Removal,32,1350,3,Low,Completed,85.98255620443213,Depot_A,Night,Graffiti Removal performed on CR106
CR106,2024-10-11,HVAC_Filter,71,1128,3,High,In_Progress,90.53827951572617,Depot_B,Morning,HVAC Filter performed on CR106
CR106,2024-10-11,Disinfection_Spray,28,1067,2,Low,Completed,91.71645908646225,Depot_B,Morning,Disinfection Spray performed on CR106
CR106,2024-10-12,LED_Light_Clean,47,1084,5,Medium,Scheduled,94.321136586499,Terminal_Station,Evening,LED Light Clean performed on CR106
CR106,2024-10-12,Disinfection_Spray,21,1334,6,High,In_Progress,94.46583725273521,Depot_A,Night,Disinfection Spray performed on CR106
CR106,2024-10-12,HVAC_Filter,85,751,3,High,Completed,90.31072626411418,Terminal_Station,Evening,HVAC Filter performed on CR106
CR106,2024-10-14,HVAC_Filter,84,1826,3,Low,In_Progress,85.9338019893017,Terminal_Station,Night,HVAC Filter performed on CR106
CR106,2024-10-14,Interior_Deep_Clean,176,839,2,Low,Completed,92.25069534282218,Terminal_Station,Morning,Interior Deep Clean performed on CR106
CR106,2024-10-14,LED_Light_Clean,57,878,4,Medium,Scheduled,90.30229863305776,Depot_B,Night,LED Light Clean performed on CR106
CR106,2024-10-17,Floor_Deep_Clean,62,910,4,Medium,Completed,96.9919865367871,Terminal_Station,Evening,Floor Deep Clean performed on CR106
CR106,2024-10-17,Exterior_Wash,62,1897,4,High,Scheduled,89.0160498736434,Depot_A,Night,Exterior Wash performed on CR106
CR106,2024-10-17,Graffiti_Removal,155,1018,5,Medium,Scheduled,97.80847815079798,Depot_B,Morning,Graffiti Removal performed on CR106
CR106,2024-10-18,Graffiti_Removal,91,1226,5,Low,In_Progress,87.70636097029056,Depot_B,Night,Graffiti Removal performed on CR106
CR106,2024-10-18,Window_Polish,51,1643,3,High,Scheduled,94.46426073380671,Depot_A,Night,Window Polish performed on CR106
CR106,2024-10-18,Exterior_Wash,46,1211,3,Medium,Scheduled,85.40989725035402,Terminal_Station,Night,Exterior Wash performed on CR106
CR106,2024-10-19,Driver_Cabin_Detail,40,887,4,Medium,Scheduled,89.02305433578987,Depot_A,Night,Driver Cabin Detail performed on CR106
CR106,2024-10-20,Window_Polish,48,838,6,Medium,Scheduled,97.74393825532613,Terminal_Station,Evening,Window Polish performed on CR106
CR106,2024-10-20,Disinfection_Spray,29,745,5,Low,Scheduled,94.98485564482515,Depot_B,Morning,Disinfection Spray performed on CR106
CR106,2024-10-21,Interior_Deep_Clean,123,727,4,High,Completed,95.4472679241881,Depot_A,Morning,Interior Deep Clean performed on CR106
CR106,2024-10-21,Exterior_Wash,52,503,5,Low,Completed,95.74074216443671,Depot_A,Evening,Exterior Wash performed on CR106
CR106,2024-10-21,Driver_Cabin_Detail,41,1402,2,Medium,Scheduled,94.95978885603213,Terminal_Station,Night,Driver Cabin Detail performed on CR106
CR106,2024-10-23,Driver_Cabin_Detail,31,1112,3,Low,In_Progress,90.94614795293744,Terminal_Station,Evening,Driver Cabin Detail performed on CR106
CR106,2024-10-24,LED_Light_Clean,59,650,6,Low,Completed,86.37979976379565,Depot_B,Morning,LED Light Clean performed on CR106
CR106,2024-10-24,Seat_Sanitization,97,934,6,High,Completed,94.9284669445357,Terminal_Station,Morning,Seat Sanitization performed on CR106
CR106,2024-10-25,Exterior_Wash,50,1989,6,Low,Completed,94.53461983356695,Depot_A,Evening,Exterior Wash performed on CR106
CR106,2024-10-26,Exterior_Wash,74,606,5,Low,Scheduled,85.57252824920872,Depot_B,Evening,Exterior Wash performed on CR106
CR106,2024-10-26,Disinfection_Spray,29,996,3,Low,In_Progress,92.01727035330923,Depot_A,Evening,Disinfection Spray performed on CR106
CR106,2024-10-26,Floor_Deep_Clean,115,897,6,Low,In_Progress,90.2032872726062,Terminal_Station,Night,Floor Deep Clean performed on CR106
CR106,2024-10-27,Driver_Cabin_Detail,30,564,2,Medium,In_Progress,87.66478624915439,Depot_A,Evening,Driver Cabin Detail performed on CR106
CR106,2024-10-28,Window_Polish,38,702,5,Low,Scheduled,88.94956669742528,Terminal_Station,Evening,Window Polish performed on CR106
CR106,2024-10-29,LED_Light_Clean,54,1073,2,Low,Completed,91.13144060867883,Depot_A,Night,LED Light Clean performed on CR106
CR106,2024-10-29,Window_Polish,34,592,2,High,Scheduled,92.70739257279268,Depot_B,Morning,Window Polish performed on CR106
CR106,2024-10-30,HVAC_Filter,77,1268,4,High,In_Progress,89.92489012598413,Depot_B,Night,HVAC Filter performed on CR106
CR106,2024-10-30,Driver_Cabin_Detail,35,772,4,High,In_Progress,89.13427837496803,Depot_B,Evening,Driver Cabin Detail performed on CR106
CR106,2024-10-30,Floor_Deep_Clean,73,1124,2,High,In_Progress,95.85866591181129,Depot_A,Morning,Floor Deep Clean performed on CR106
CR106,2024-11-03,Disinfection_Spray,22,717,3,Medium,In_Progress,92.71557490042623,Depot_B,Night,Disinfection Spray performed on CR106
CR106,2024-11-04,Interior_Deep_Clean,139,1801,3,Medium,Scheduled,92.01636579074224,Depot_B,Morning,Interior Deep Clean performed on CR106
CR106,2024-11-04,Graffiti_Removal,118,687,3,High,Scheduled,89.9127423319089,Terminal_Station,Morning,Graffiti Removal performed on CR106
CR106,2024-11-04,Driver_Cabin_Detail,35,870,3,Medium,Completed,86.58527483645304,Terminal_Station,Morning,Driver Cabin Detail performed on CR106
CR106,2024-11-05,Window_Polish,41,1434,3,Low,Completed,91.76384871123967,Depot_A,Morning,Window Polish performed on CR106
CR106,2024-11-06,Exterior_Wash,75,1488,4,High,Scheduled,94.3747459835687,Depot_A,Night,Exterior Wash performed on CR106
CR106,2024-11-06,LED_Light_Clean,58,1159,4,Medium,Completed,85.98361736158934,Depot_B,Evening,LED Light Clean performed on CR106
CR106,2024-11-09,Floor_Deep_Clean,96,1292,6,Low,In_Progress,87.6559136809219,Terminal_Station,Night,Floor Deep Clean performed on CR106
CR106,2024-11-09,Disinfection_Spray,24,1897,4,High,Completed,97.61205537652864,Depot_B,Night,Disinfection Spray performed on CR106
CR106,2024-11-11,Seat_Sanitization,105,596,5,Low,In_Progress,86.58660221295882,Terminal_Station,Evening,Seat Sanitization performed on CR106
CR106,2024-11-11,LED_Light_Clean,46,1657,2,High,Scheduled,95.63352264634248,Depot_B,Morning,LED Light Clean performed on CR106
CR106,2024-11-12,Floor_Deep_Clean,83,1108,6,Low,Scheduled,93.45126993395147,Depot_A,Morning,Floor Deep Clean performed on CR106
CR106,2024-11-12,Graffiti_Removal,145,1699,6,Medium,Scheduled,95.24527391042443,Depot_A,Morning,Graffiti Removal performed on CR106
CR106,2024-11-12,Exterior_Wash,74,703,6,Low,Scheduled,93.56181580880106,Terminal_Station,Evening,Exterior Wash performed on CR106
CR106,2024-11-14,Driver_Cabin_Detail,44,1994,4,Low,Completed,93.65781432255561,Terminal_Station,Night,Driver Cabin Detail performed on CR106
CR106,2024-11-15,HVAC_Filter,71,1289,4,High,Scheduled,96.92587361043601,Depot_A,Morning,HVAC Filter performed on CR106
CR106,2024-11-15,Exterior_Wash,65,1809,3,Low,Completed,93.9674754506467,Terminal_Station,Evening,Exterior Wash performed on CR106
CR106,2024-11-15,Disinfection_Spray,22,697,2,Low,Scheduled,94.91975802559182,Depot_A,Night,Disinfection Spray performed on CR106
CR106,2024-11-16,Seat_Sanitization,105,808,2,High,Scheduled,90.42725389493575,Terminal_Station,Evening,Seat Sanitization performed on CR106
CR106,2024-11-18,Seat_Sanitization,109,627,2,Medium,Scheduled,97.99951494336155,Terminal_Station,Evening,Seat Sanitization performed on CR106
CR106,2024-11-18,Driver_Cabin_Detail,32,1044,6,Medium,Scheduled,96.2663089739099,Depot_A,Morning,Driver Cabin Detail performed on CR106
CR106,2024-11-18,LED_Light_Clean,54,1265,2,Medium,In_Progress,94.76705593726383,Terminal_Station,Evening,LED Light Clean performed on CR106
CR106,2024-11-19,Interior_Deep_Clean,132,1385,2,Low,Scheduled,93.35988076842166,Terminal_Station,Morning,Interior Deep Clean performed on CR106
CR106,2024-11-20,LED_Light_Clean,47,684,5,Medium,Completed,96.00650642218419,Terminal_Station,Evening,LED Light Clean performed on CR106
CR106,2024-11-20,Seat_Sanitization,104,1948,3,Medium,Scheduled,85.42946639580761,Depot_A,Evening,Seat Sanitization performed on CR106
CR106,2024-11-20,Interior_Deep_Clean,123,755,3,High,Completed,92.98668974557151,Depot_B,Night,Interior Deep Clean performed on CR106
CR106,2024-11-21,Interior_Deep_Clean,152,646,6,High,Scheduled,93.45275027231719,Depot_B,Morning,Interior Deep Clean performed on CR106
CR106,2024-11-21,Driver_Cabin_Detail,35,687,2,Low,Scheduled,97.77594512475568,Depot_B,Night,Driver Cabin Detail performed on CR106
CR106,2024-11-21,HVAC_Filter,62,1313,6,Low,Scheduled,97.12782431504345,Depot_A,Night,HVAC Filter performed on CR106
CR106,2024-11-22,Interior_Deep_Clean,145,1591,6,High,In_Progress,96.51763143094816,Terminal_Station,Night,Interior Deep Clean performed on CR106
CR106,2024-11-23,Seat_Sanitization,109,1492,4,High,Scheduled,92.78827692573101,Terminal_Station,Evening,Seat Sanitization performed on CR106
CR106,2024-11-24,Window_Polish,54,774,4,High,In_Progress,85.12750314770972,Terminal_Station,Night,Window Polish performed on CR106
CR106,2024-11-24,Disinfection_Spray,29,1923,6,High,In_Progress,91.18965028731277,Depot_A,Evening,Disinfection Spray performed on CR106
CR106,2024-11-26,HVAC_Filter,75,1556,3,High,Scheduled,94.16488881553825,Terminal_Station,Morning,HVAC Filter performed on CR106
CR106,2024-11-27,Driver_Cabin_Detail,37,1273,3,Medium,Completed,88.71239767566918,Depot_B,Night,Driver Cabin Detail performed on CR106
CR106,2024-11-27,Exterior_Wash,48,1162,2,High,Completed,95.29429338348568,Depot_B,Morning,Exterior Wash performed on CR106
CR106,2024-11-27,Floor_Deep_Clean,114,792,4,High,In_Progress,88.43163378996903,Terminal_Station,Night,Floor Deep Clean performed on CR106
