Train_ID,Date,Bogie_Usage_Pct,BrakePad_Usage_Pct,HVAC_Usage_Pct,Motor_Usage_Pct,Average_Usage_Pct,Critical_Components,Priority,Recommendation,Balancing_Score,Age_Factor,Maintenance_Due,Notes
CR104,2024-05-06,32.6,23.4,17.4,44.4,29.5,,Low,Continue_Operation,70.5,0.35,False,Week 37 snapshot - 0 critical components
CR104,2024-04-29,36.4,28.3,25.6,41.3,32.9,,Low,Continue_Operation,67.1,0.33,False,Week 38 snapshot - 0 critical components
CR104,2024-04-22,19.4,19.2,13.6,20.5,18.2,,Low,Continue_Operation,81.8,0.31,False,Week 39 snapshot - 0 critical components
CR104,2024-04-15,24.0,32.9,11.0,42.3,27.6,,Low,Continue_Operation,72.4,0.29,False,Week 40 snapshot - 0 critical components
CR104,2024-04-08,36.4,34.7,21.1,23.7,29.0,,Low,Continue_Operation,71.0,0.27,False,Week 41 snapshot - 0 critical components
CR104,2024-04-01,34.6,24.6,16.3,35.8,27.8,,Low,Continue_Operation,72.2,0.25,False,Week 42 snapshot - 0 critical components
CR104,2024-03-25,15.8,22.3,15.4,23.6,19.3,,Low,Continue_Operation,80.7,0.23,False,Week 43 snapshot - 0 critical components
CR104,2024-03-18,20.2,18.0,25.7,29.8,23.4,,Low,Continue_Operation,76.6,0.21,False,Week 44 snapshot - 0 critical components
CR104,2024-03-11,35.0,31.3,15.2,37.1,29.6,,Low,Continue_Operation,70.4,0.19,False,Week 45 snapshot - 0 critical components
CR104,2024-03-04,31.8,30.4,9.9,32.9,26.3,,Low,Continue_Operation,73.7,0.17,False,Week 46 snapshot - 0 critical components
CR104,2024-02-26,17.1,26.1,21.4,39.6,26.0,,Low,Continue_Operation,74.0,0.15,False,Week 47 snapshot - 0 critical components
CR104,2024-02-19,13.3,24.7,23.8,31.5,23.3,,Low,Continue_Operation,76.7,0.13,False,Week 48 snapshot - 0 critical components
CR104,2024-02-12,29.3,31.7,21.0,21.4,25.9,,Low,Continue_Operation,74.1,0.12,False,Week 49 snapshot - 0 critical components
CR104,2024-02-05,17.3,29.3,18.7,19.3,21.1,,Low,Continue_Operation,78.9,0.1,False,Week 50 snapshot - 0 critical components
CR104,2024-01-29,16.1,29.8,24.8,16.5,21.8,,Low,Continue_Operation,78.2,0.08,False,Week 51 snapshot - 0 critical components
CR104,2024-01-22,19.2,13.2,7.3,38.8,19.6,,Low,Continue_Operation,80.4,0.06,False,Week 52 snapshot - 0 critical components
CR105,2025-01-20,27.3,42.4,22.2,42.2,33.5,,Low,Continue_Operation,66.5,1.05,False,Week 0 snapshot - 0 critical components
CR105,2025-01-13,28.8,34.8,21.2,40.0,31.2,,Low,Continue_Operation,68.8,1.04,False,Week 1 snapshot - 0 critical components
CR105,2025-01-06,39.6,38.7,28.1,53.6,40.0,,Medium,Monitor_Closely,60.0,1.02,False,Week 2 snapshot - 0 critical components
CR105,2024-12-30,39.8,42.8,37.4,36.7,39.1,,Low,Continue_Operation,60.9,1.0,False,Week 3 snapshot - 0 critical components
CR105,2024-12-23,38.3,40.2,29.2,43.3,37.7,,Low,Continue_Operation,62.3,0.98,False,Week 4 snapshot - 0 critical components
CR105,2024-12-16,42.3,30.1,34.6,44.6,37.9,,Low,Continue_Operation,62.1,0.96,False,Week 5 snapshot - 0 critical components
CR105,2024-12-09,33.3,30.6,37.3,45.9,36.8,,Low,Continue_Operation,63.2,0.94,False,Week 6 snapshot - 0 critical components
CR105,2024-12-02,33.1,33.0,37.0,35.3,34.6,,Low,Continue_Operation,65.4,0.92,False,Week 7 snapshot - 0 critical components
CR105,2024-11-25,28.9,45.4,23.8,47.3,36.4,,Low,Continue_Operation,63.6,0.9,False,Week 8 snapshot - 0 critical components
CR105,2024-11-18,40.1,37.9,39.5,47.7,41.3,,Medium,Monitor_Closely,58.7,0.88,False,Week 9 snapshot - 0 critical components
CR105,2024-11-11,24.2,33.0,23.0,51.6,33.0,,Low,Continue_Operation,67.0,0.86,False,Week 10 snapshot - 0 critical components
CR105,2024-11-04,45.1,30.9,30.6,48.0,38.7,,Low,Continue_Operation,61.3,0.84,False,Week 11 snapshot - 0 critical components
CR105,2024-10-28,25.3,43.6,26.8,28.5,31.0,,Low,Continue_Operation,69.0,0.82,False,Week 12 snapshot - 0 critical components
CR105,2024-10-21,36.3,25.9,23.6,48.2,33.5,,Low,Continue_Operation,66.5,0.81,False,Week 13 snapshot - 0 critical components
CR105,2024-10-14,27.8,28.9,38.7,48.6,36.0,,Low,Continue_Operation,64.0,0.79,False,Week 14 snapshot - 0 critical components
CR105,2024-10-07,42.2,38.6,24.0,40.5,36.3,,Low,Continue_Operation,63.7,0.77,False,Week 15 snapshot - 0 critical components
CR105,2024-09-30,29.4,39.1,20.6,41.1,32.6,,Low,Continue_Operation,67.4,0.75,False,Week 16 snapshot - 0 critical components
CR105,2024-09-23,36.9,26.0,17.8,50.7,32.8,,Low,Continue_Operation,67.2,0.73,False,Week 17 snapshot - 0 critical components
CR105,2024-09-16,33.1,35.1,27.2,27.6,30.8,,Low,Continue_Operation,69.2,0.71,False,Week 18 snapshot - 0 critical components
CR105,2024-09-09,22.7,30.5,32.9,41.5,31.9,,Low,Continue_Operation,68.1,0.69,False,Week 19 snapshot - 0 critical components
CR105,2024-09-02,37.1,31.1,20.5,31.1,29.9,,Low,Continue_Operation,70.1,0.67,False,Week 20 snapshot - 0 critical components
CR105,2024-08-26,21.5,22.1,35.8,33.6,28.2,,Low,Continue_Operation,71.8,0.65,False,Week 21 snapshot - 0 critical components
CR105,2024-08-19,27.9,38.3,31.4,28.9,31.6,,Low,Continue_Operation,68.4,0.63,False,Week 22 snapshot - 0 critical components
CR105,2024-08-12,21.6,37.0,15.9,27.1,25.4,,Low,Continue_Operation,74.6,0.61,False,Week 23 snapshot - 0 critical components
CR105,2024-08-05,43.7,33.1,34.6,30.4,35.4,,Low,Continue_Operation,64.6,0.59,False,Week 24 snapshot - 0 critical components
CR105,2024-07-29,34.8,34.0,36.2,27.9,33.2,,Low,Continue_Operation,66.8,0.58,False,Week 25 snapshot - 0 critical components
CR105,2024-07-22,25.5,31.3,25.9,36.9,29.9,,Low,Continue_Operation,70.1,0.56,False,Week 26 snapshot - 0 critical components
CR105,2024-07-15,37.5,22.0,13.9,43.1,29.1,,Low,Continue_Operation,70.9,0.54,False,Week 27 snapshot - 0 critical components
CR105,2024-07-08,25.2,37.0,26.5,28.8,29.4,,Low,Continue_Operation,70.6,0.52,False,Week 28 snapshot - 0 critical components
CR105,2024-07-01,41.7,33.9,17.6,44.9,34.5,,Low,Continue_Operation,65.5,0.5,False,Week 29 snapshot - 0 critical components
CR105,2024-06-24,41.3,33.7,33.8,32.3,35.3,,Low,Continue_Operation,64.7,0.48,False,Week 30 snapshot - 0 critical components
CR105,2024-06-17,28.0,30.8,26.0,36.4,30.3,,Low,Continue_Operation,69.7,0.46,False,Week 31 snapshot - 0 critical components
CR105,2024-06-10,35.3,22.1,32.7,27.9,29.5,,Low,Continue_Operation,70.5,0.44,False,Week 32 snapshot - 0 critical components
CR105,2024-06-03,17.3,34.8,21.5,25.0,24.7,,Low,Continue_Operation,75.3,0.42,False,Week 33 snapshot - 0 critical components
CR105,2024-05-27,23.1,34.4,19.4,44.4,30.3,,Low,Continue_Operation,69.7,0.4,False,Week 34 snapshot - 0 critical components
CR105,2024-05-20,30.7,22.5,33.0,41.6,31.9,,Low,Continue_Operation,68.1,0.38,False,Week 35 snapshot - 0 critical components
CR105,2024-05-13,29.2,29.5,18.5,26.1,25.8,,Low,Continue_Operation,74.2,0.36,False,Week 36 snapshot - 0 critical components
CR105,2024-05-06,17.1,35.5,18.6,26.9,24.5,,Low,Continue_Operation,75.5,0.35,False,Week 37 snapshot - 0 critical components
CR105,2024-04-29,18.0,31.9,17.1,42.5,27.4,,Low,Continue_Operation,72.6,0.33,False,Week 38 snapshot - 0 critical components
CR105,2024-04-22,30.6,31.6,12.9,20.1,23.8,,Low,Continue_Operation,76.2,0.31,False,Week 39 snapshot - 0 critical components
CR105,2024-04-15,19.0,21.6,14.5,42.3,24.4,,Low,Continue_Operation,75.6,0.29,False,Week 40 snapshot - 0 critical components
CR105,2024-04-08,16.0,17.1,22.9,36.9,23.2,,Low,Continue_Operation,76.8,0.27,False,Week 41 snapshot - 0 critical components
CR105,2024-04-01,18.9,30.3,11.9,25.5,21.7,,Low,Continue_Operation,78.3,0.25,False,Week 42 snapshot - 0 critical components
CR105,2024-03-25,31.1,17.4,14.0,23.6,21.5,,Low,Continue_Operation,78.5,0.23,False,Week 43 snapshot - 0 critical components
CR105,2024-03-18,37.7,28.2,30.3,27.1,30.8,,Low,Continue_Operation,69.2,0.21,False,Week 44 snapshot - 0 critical components
CR105,2024-03-11,13.5,33.2,21.0,27.8,23.9,,Low,Continue_Operation,76.1,0.19,False,Week 45 snapshot - 0 critical components
CR105,2024-03-04,13.9,33.0,13.7,41.0,25.4,,Low,Continue_Operation,74.6,0.17,False,Week 46 snapshot - 0 critical components
CR105,2024-02-26,16.3,34.3,26.0,17.5,23.5,,Low,Continue_Operation,76.5,0.15,False,Week 47 snapshot - 0 critical components
CR105,2024-02-19,36.7,28.9,12.6,31.2,27.4,,Low,Continue_Operation,72.6,0.13,False,Week 48 snapshot - 0 critical components
CR105,2024-02-12,25.1,16.3,13.5,39.0,23.5,,Low,Continue_Operation,76.5,0.12,False,Week 49 snapshot - 0 critical components
CR105,2024-02-05,22.5,17.7,18.8,18.8,19.5,,Low,Continue_Operation,80.5,0.1,False,Week 50 snapshot - 0 critical components
CR105,2024-01-29,26.2,25.2,16.0,31.9,24.8,,Low,Continue_Operation,75.2,0.08,False,Week 51 snapshot - 0 critical components
CR105,2024-01-22,27.3,26.6,14.0,40.3,27.1,,Low,Continue_Operation,72.9,0.06,False,Week 52 snapshot - 0 critical components
CR106,2025-01-20,46.2,35.5,44.7,44.3,42.7,,Medium,Monitor_Closely,57.3,1.05,False,Week 0 snapshot - 0 critical components
CR106,2025-01-13,26.4,40.2,40.4,34.9,35.5,,Low,Continue_Operation,64.5,1.04,False,Week 1 snapshot - 0 critical components
CR106,2025-01-06,32.4,33.3,34.9,34.1,33.7,,Low,Continue_Operation,66.3,1.02,False,Week 2 snapshot - 0 critical components
CR106,2024-12-30,42.3,35.2,22.0,46.9,36.6,,Low,Continue_Operation,63.4,1.0,False,Week 3 snapshot - 0 critical components
CR106,2024-12-23,46.6,30.8,30.2,40.9,37.1,,Low,Continue_Operation,62.9,0.98,False,Week 4 snapshot - 0 critical components
CR106,2024-12-16,45.7,39.2,20.6,54.3,39.9,,Low,Continue_Operation,60.1,0.96,False,Week 5 snapshot - 0 critical components
CR106,2024-12-09,29.3,28.9,42.1,52.3,38.2,,Low,Continue_Operation,61.8,0.94,False,Week 6 snapshot - 0 critical components
CR106,2024-12-02,31.5,44.6,27.6,50.7,38.6,,Low,Continue_Operation,61.4,0.92,False,Week 7 snapshot - 0 critical components
CR106,2024-11-25,40.0,43.1,33.6,52.4,42.3,,Medium,Monitor_Closely,57.7,0.9,False,Week 8 snapshot - 0 critical components
CR106,2024-11-18,33.6,29.8,20.3,29.0,28.2,,Low,Continue_Operation,71.8,0.88,False,Week 9 snapshot - 0 critical components
CR106,2024-11-11,23.5,33.1,19.0,43.5,29.8,,Low,Continue_Operation,70.2,0.86,False,Week 10 snapshot - 0 critical components
CR106,2024-11-04,22.9,28.1,36.2,41.4,32.2,,Low,Continue_Operation,67.8,0.84,False,Week 11 snapshot - 0 critical components
CR106,2024-10-28,41.5,29.2,36.5,42.1,37.3,,Low,Continue_Operation,62.7,0.82,False,Week 12 snapshot - 0 critical components
CR106,2024-10-21,30.6,32.5,25.6,40.6,32.3,,Low,Continue_Operation,67.7,0.81,False,Week 13 snapshot - 0 critical components
CR106,2024-10-14,30.5,32.2,20.3,38.8,30.5,,Low,Continue_Operation,69.5,0.79,False,Week 14 snapshot - 0 critical components
CR106,2024-10-07,40.3,35.5,36.5,46.9,39.8,,Low,Continue_Operation,60.2,0.77,False,Week 15 snapshot - 0 critical components
CR106,2024-09-30,43.5,35.0,17.0,27.7,30.8,,Low,Continue_Operation,69.2,0.75,False,Week 16 snapshot - 0 critical components
CR106,2024-09-23,38.1,34.6,17.4,29.5,29.9,,Low,Continue_Operation,70.1,0.73,False,Week 17 snapshot - 0 critical components
CR106,2024-09-16,40.9,35.0,26.3,31.5,33.4,,Low,Continue_Operation,66.6,0.71,False,Week 18 snapshot - 0 critical components
CR106,2024-09-09,42.5,36.4,28.9,25.5,33.3,,Low,Continue_Operation,66.7,0.69,False,Week 19 snapshot - 0 critical components
CR106,2024-09-02,26.8,27.0,22.7,33.6,27.5,,Low,Continue_Operation,72.5,0.67,False,Week 20 snapshot - 0 critical components
CR106,2024-08-26,33.1,34.1,28.1,46.5,35.5,,Low,Continue_Operation,64.5,0.65,False,Week 21 snapshot - 0 critical components
CR106,2024-08-19,36.5,30.9,22.7,29.2,29.8,,Low,Continue_Operation,70.2,0.63,False,Week 22 snapshot - 0 critical components
CR106,2024-08-12,25.6,23.5,29.7,31.2,27.5,,Low,Continue_Operation,72.5,0.61,False,Week 23 snapshot - 0 critical components
CR106,2024-08-05,29.8,39.1,15.1,45.7,32.5,,Low,Continue_Operation,67.5,0.59,False,Week 24 snapshot - 0 critical components
CR106,2024-07-29,22.2,39.8,37.5,25.1,31.2,,Low,Continue_Operation,68.8,0.58,False,Week 25 snapshot - 0 critical components
CR106,2024-07-22,24.6,35.5,23.9,36.5,30.1,,Low,Continue_Operation,69.9,0.56,False,Week 26 snapshot - 0 critical components
CR106,2024-07-15,19.7,30.0,23.4,32.0,26.3,,Low,Continue_Operation,73.7,0.54,False,Week 27 snapshot - 0 critical components
CR106,2024-07-08,35.6,31.1,19.1,26.7,28.1,,Low,Continue_Operation,71.9,0.52,False,Week 28 snapshot - 0 critical components
CR106,2024-07-01,30.9,21.9,35.7,29.7,29.6,,Low,Continue_Operation,70.4,0.5,False,Week 29 snapshot - 0 critical components
CR106,2024-06-24,26.2,32.9,12.8,22.7,23.6,,Low,Continue_Operation,76.4,0.48,False,Week 30 snapshot - 0 critical components
CR106,2024-06-17,41.4,19.7,13.1,29.7,26.0,,Low,Continue_Operation,74.0,0.46,False,Week 31 snapshot - 0 critical components
CR106,2024-06-10,40.4,29.6,35.2,26.7,33.0,,Low,Continue_Operation,67.0,0.44,False,Week 32 snapshot - 0 critical components
CR106,2024-06-03,25.5,37.6,26.0,30.7,30.0,,Low,Continue_Operation,70.0,0.42,False,Week 33 snapshot - 0 critical components
CR106,2024-05-27,19.4,20.0,31.7,38.9,27.5,,Low,Continue_Operation,72.5,0.4,False,Week 34 snapshot - 0 critical components
CR106,2024-05-20,20.1,22.6,35.2,21.3,24.8,,Low,Continue_Operation,75.2,0.38,False,Week 35 snapshot - 0 critical components
CR106,2024-05-13,18.9,18.4,27.6,25.6,22.6,,Low,Continue_Operation,77.4,0.36,False,Week 36 snapshot - 0 critical components
CR106,2024-05-06,20.5,32.9,16.3,41.5,27.8,,Low,Continue_Operation,72.2,0.35,False,Week 37 snapshot - 0 critical components
CR106,2024-04-29,22.9,34.5,12.1,25.1,23.6,,Low,Continue_Operation,76.4,0.33,False,Week 38 snapshot - 0 critical components
CR106,2024-04-22,39.2,25.7,10.9,29.1,26.2,,Low,Continue_Operation,73.8,0.31,False,Week 39 snapshot - 0 critical components
CR106,2024-04-15,27.4,25.9,28.2,42.8,31.1,,Low,Continue_Operation,68.9,0.29,False,Week 40 snapshot - 0 critical components
CR106,2024-04-08,18.4,17.6,15.5,26.3,19.5,,Low,Continue_Operation,80.5,0.27,False,Week 41 snapshot - 0 critical components
CR106,2024-04-01,27.6,16.0,27.3,23.1,23.5,,Low,Continue_Operation,76.5,0.25,False,Week 42 snapshot - 0 critical components
CR106,2024-03-25,28.1,35.2,16.7,34.1,28.5,,Low,Continue_Operation,71.5,0.23,False,Week 43 snapshot - 0 critical components
CR106,2024-03-18,23.5,17.8,30.0,29.2,25.1,,Low,Continue_Operation,74.9,0.21,False,Week 44 snapshot - 0 critical components
CR106,2024-03-11,29.4,23.9,15.6,34.8,25.9,,Low,Continue_Operation,74.1,0.19,False,Week 45 snapshot - 0 critical components
CR106,2024-03-04,22.8,31.4,26.0,37.4,29.4,,Low,Continue_Operation,70.6,0.17,False,Week 46 snapshot - 0 critical components
CR106,2024-02-26,30.5,18.7,11.4,27.7,22.1,,Low,Continue_Operation,77.9,0.15,False,Week 47 snapshot - 0 critical components
CR106,2024-02-19,21.4,15.7,16.1,17.7,17.7,,Low,Continue_Operation,82.3,0.13,False,Week 48 snapshot - 0 critical components
CR106,2024-02-12,32.8,25.4,22.5,17.4,24.5,,Low,Continue_Operation,75.5,0.12,False,Week 49 snapshot - 0 critical components
CR106,2024-02-05,18.4,30.6,18.8,18.2,21.5,,Low,Continue_Operation,78.5,0.1,False,Week 50 snapshot - 0 critical components
CR106,2024-01-29,24.1,18.0,13.1,21.5,19.2,,Low,Continue_Operation,80.8,0.08,False,Week 51 snapshot - 0 critical components
CR106,2024-01-22,27.7,26.0,10.3,37.6,25.4,,Low,Continue_Operation,74.6,0.06,False,Week 52 snapshot - 0 critical components
CR107,2025-01-20,49.0,35.1,39.6,34.8,39.6,,Low,Continue_Operation,60.4,1.05,False,Week 0 snapshot - 0 critical components
CR107,2025-01-13,26.8,28.7,26.8,31.8,28.5,,Low,Continue_Operation,71.5,1.04,False,Week 1 snapshot - 0 critical components
CR107,2025-01-06,28.2,33.8,34.2,41.0,34.3,,Low,Continue_Operation,65.7,1.02,False,Week 2 snapshot - 0 critical components
CR107,2024-12-30,28.8,42.3,30.7,35.4,34.3,,Low,Continue_Operation,65.7,1.0,False,Week 3 snapshot - 0 critical components
CR107,2024-12-23,41.7,36.1,23.0,38.8,34.9,,Low,Continue_Operation,65.1,0.98,False,Week 4 snapshot - 0 critical components
CR107,2024-12-16,38.3,41.9,24.2,34.2,34.7,,Low,Continue_Operation,65.3,0.96,False,Week 5 snapshot - 0 critical components
CR107,2024-12-09,29.3,34.6,43.0,30.2,34.3,,Low,Continue_Operation,65.7,0.94,False,Week 6 snapshot - 0 critical components
CR107,2024-12-02,39.7,43.4,20.2,47.6,37.8,,Low,Continue_Operation,62.2,0.92,False,Week 7 snapshot - 0 critical components
CR107,2024-11-25,34.8,26.8,26.4,36.2,31.0,,Low,Continue_Operation,69.0,0.9,False,Week 8 snapshot - 0 critical components
CR107,2024-11-18,37.3,44.1,34.0,38.5,38.5,,Low,Continue_Operation,61.5,0.88,False,Week 9 snapshot - 0 critical components
CR107,2024-11-11,32.8,27.4,29.7,40.6,32.6,,Low,Continue_Operation,67.4,0.86,False,Week 10 snapshot - 0 critical components
CR107,2024-11-04,31.7,41.8,34.5,40.9,37.2,,Low,Continue_Operation,62.8,0.84,False,Week 11 snapshot - 0 critical components
CR107,2024-10-28,35.9,29.7,39.8,40.6,36.5,,Low,Continue_Operation,63.5,0.82,False,Week 12 snapshot - 0 critical components
CR107,2024-10-21,35.9,41.7,32.8,40.7,37.8,,Low,Continue_Operation,62.2,0.81,False,Week 13 snapshot - 0 critical components
CR107,2024-10-14,43.6,28.6,38.1,31.4,35.4,,Low,Continue_Operation,64.6,0.79,False,Week 14 snapshot - 0 critical components
CR107,2024-10-07,25.4,30.9,28.8,40.2,31.3,,Low,Continue_Operation,68.7,0.77,False,Week 15 snapshot - 0 critical components
CR107,2024-09-30,24.3,42.3,36.9,29.6,33.3,,Low,Continue_Operation,66.7,0.75,False,Week 16 snapshot - 0 critical components
CR107,2024-09-23,25.6,31.4,17.3,30.4,26.2,,Low,Continue_Operation,73.8,0.73,False,Week 17 snapshot - 0 critical components
CR107,2024-09-16,22.7,23.4,26.0,48.2,30.1,,Low,Continue_Operation,69.9,0.71,False,Week 18 snapshot - 0 critical components
CR107,2024-09-09,39.9,40.2,28.8,45.1,38.5,,Low,Continue_Operation,61.5,0.69,False,Week 19 snapshot - 0 critical components
CR107,2024-09-02,40.0,33.8,19.8,30.5,31.0,,Low,Continue_Operation,69.0,0.67,False,Week 20 snapshot - 0 critical components
CR107,2024-08-26,42.8,40.0,20.9,29.3,33.3,,Low,Continue_Operation,66.7,0.65,False,Week 21 snapshot - 0 critical components
CR107,2024-08-19,43.3,21.9,29.8,29.5,31.1,,Low,Continue_Operation,68.9,0.63,False,Week 22 snapshot - 0 critical components
CR107,2024-08-12,44.2,30.6,24.6,42.5,35.5,,Low,Continue_Operation,64.5,0.61,False,Week 23 snapshot - 0 critical components
CR107,2024-08-05,21.2,32.3,20.8,34.9,27.3,,Low,Continue_Operation,72.7,0.59,False,Week 24 snapshot - 0 critical components
CR107,2024-07-29,24.3,25.9,31.3,45.3,31.7,,Low,Continue_Operation,68.3,0.58,False,Week 25 snapshot - 0 critical components
CR107,2024-07-22,41.4,21.9,15.2,34.6,28.3,,Low,Continue_Operation,71.7,0.56,False,Week 26 snapshot - 0 critical components
CR107,2024-07-15,33.7,22.3,24.2,31.0,27.8,,Low,Continue_Operation,72.2,0.54,False,Week 27 snapshot - 0 critical components
CR107,2024-07-08,40.8,23.0,16.5,36.2,29.2,,Low,Continue_Operation,70.8,0.52,False,Week 28 snapshot - 0 critical components
CR107,2024-07-01,35.6,26.4,33.7,27.5,30.8,,Low,Continue_Operation,69.2,0.5,False,Week 29 snapshot - 0 critical components
CR107,2024-06-24,36.9,20.8,12.3,46.0,29.0,,Low,Continue_Operation,71.0,0.48,False,Week 30 snapshot - 0 critical components
CR107,2024-06-17,34.8,19.5,25.2,33.7,28.3,,Low,Continue_Operation,71.7,0.46,False,Week 31 snapshot - 0 critical components
CR107,2024-06-10,19.0,25.5,32.1,28.7,26.3,,Low,Continue_Operation,73.7,0.44,False,Week 32 snapshot - 0 critical components
CR107,2024-06-03,23.1,24.3,14.2,33.0,23.6,,Low,Continue_Operation,76.4,0.42,False,Week 33 snapshot - 0 critical components
CR107,2024-05-27,24.5,31.6,22.3,36.2,28.7,,Low,Continue_Operation,71.3,0.4,False,Week 34 snapshot - 0 critical components
CR107,2024-05-20,24.3,26.6,26.6,35.7,28.3,,Low,Continue_Operation,71.7,0.38,False,Week 35 snapshot - 0 critical components
CR107,2024-05-13,21.6,30.9,19.5,30.8,25.7,,Low,Continue_Operation,74.3,0.36,False,Week 36 snapshot - 0 critical components
CR107,2024-05-06,32.8,36.2,26.3,44.0,34.8,,Low,Continue_Operation,65.2,0.35,False,Week 37 snapshot - 0 critical components
CR107,2024-04-29,33.8,29.2,27.5,31.7,30.5,,Low,Continue_Operation,69.5,0.33,False,Week 38 snapshot - 0 critical components
CR107,2024-04-22,34.3,33.1,11.2,27.6,26.6,,Low,Continue_Operation,73.4,0.31,False,Week 39 snapshot - 0 critical components
CR107,2024-04-15,21.0,30.5,23.8,44.2,29.9,,Low,Continue_Operation,70.1,0.29,False,Week 40 snapshot - 0 critical components
CR107,2024-04-08,15.5,33.1,20.6,26.1,23.8,,Low,Continue_Operation,76.2,0.27,False,Week 41 snapshot - 0 critical components
CR107,2024-04-01,19.8,24.7,24.0,43.7,28.1,,Low,Continue_Operation,71.9,0.25,False,Week 42 snapshot - 0 critical components
CR107,2024-03-25,15.1,33.9,27.2,40.9,29.3,,Low,Continue_Operation,70.7,0.23,False,Week 43 snapshot - 0 critical components
CR107,2024-03-18,19.8,29.6,9.5,19.5,19.6,,Low,Continue_Operation,80.4,0.21,False,Week 44 snapshot - 0 critical components
CR107,2024-03-11,31.6,19.3,26.0,37.4,28.6,,Low,Continue_Operation,71.4,0.19,False,Week 45 snapshot - 0 critical components
CR107,2024-03-04,28.9,24.0,7.8,18.4,19.8,,Low,Continue_Operation,80.2,0.17,False,Week 46 snapshot - 0 critical components
CR107,2024-02-26,30.3,30.2,18.9,36.3,28.9,,Low,Continue_Operation,71.1,0.15,False,Week 47 snapshot - 0 critical components
CR107,2024-02-19,25.2,22.6,17.5,31.6,24.2,,Low,Continue_Operation,75.8,0.13,False,Week 48 snapshot - 0 critical components
CR107,2024-02-12,16.7,27.1,22.3,25.1,22.8,,Low,Continue_Operation,77.2,0.12,False,Week 49 snapshot - 0 critical components
CR107,2024-02-05,22.8,18.4,30.9,22.2,23.6,,Low,Continue_Operation,76.4,0.1,False,Week 50 snapshot - 0 critical components
CR107,2024-01-29,25.3,22.5,12.3,26.9,21.8,,Low,Continue_Operation,78.2,0.08,False,Week 51 snapshot - 0 critical components
CR107,2024-01-22,13.6,25.7,9.0,20.8,17.3,,Low,Continue_Operation,82.7,0.06,False,Week 52 snapshot - 0 critical components
CR108,2025-01-20,31.9,46.8,32.6,45.1,39.1,,Low,Continue_Operation,60.9,1.05,False,Week 0 snapshot - 0 critical components
CR108,2025-01-13,25.8,38.6,34.6,38.0,34.2,,Low,Continue_Operation,65.8,1.04,False,Week 1 snapshot - 0 critical components
CR108,2025-01-06,36.5,35.2,31.0,54.8,39.4,,Low,Continue_Operation,60.6,1.02,False,Week 2 snapshot - 0 critical components
CR108,2024-12-30,25.6,43.6,23.5,50.7,35.8,,Low,Continue_Operation,64.2,1.0,False,Week 3 snapshot - 0 critical components
CR108,2024-12-23,26.5,29.5,31.3,39.5,31.7,,Low,Continue_Operation,68.3,0.98,False,Week 4 snapshot - 0 critical components
CR108,2024-12-16,32.4,43.8,27.5,35.7,34.9,,Low,Continue_Operation,65.1,0.96,False,Week 5 snapshot - 0 critical components
CR108,2024-12-09,34.5,39.0,28.1,30.6,33.1,,Low,Continue_Operation,66.9,0.94,False,Week 6 snapshot - 0 critical components
CR108,2024-12-02,39.3,33.1,42.9,36.7,38.0,,Low,Continue_Operation,62.0,0.92,False,Week 7 snapshot - 0 critical components
CR108,2024-11-25,23.6,35.9,25.9,49.0,33.6,,Low,Continue_Operation,66.4,0.9,False,Week 8 snapshot - 0 critical components
CR108,2024-11-18,23.2,28.5,40.6,40.3,33.2,,Low,Continue_Operation,66.8,0.88,False,Week 9 snapshot - 0 critical components
CR108,2024-11-11,46.2,28.6,25.7,35.9,34.1,,Low,Continue_Operation,65.9,0.86,False,Week 10 snapshot - 0 critical components
CR108,2024-11-04,35.5,43.5,29.3,38.0,36.5,,Low,Continue_Operation,63.5,0.84,False,Week 11 snapshot - 0 critical components
CR108,2024-10-28,39.8,44.0,20.1,50.7,38.7,,Low,Continue_Operation,61.3,0.82,False,Week 12 snapshot - 0 critical components
CR108,2024-10-21,40.5,28.2,28.9,33.5,32.8,,Low,Continue_Operation,67.2,0.81,False,Week 13 snapshot - 0 critical components
CR108,2024-10-14,23.8,37.7,37.6,28.1,31.8,,Low,Continue_Operation,68.2,0.79,False,Week 14 snapshot - 0 critical components
CR108,2024-10-07,46.2,31.3,39.7,29.0,36.5,,Low,Continue_Operation,63.5,0.77,False,Week 15 snapshot - 0 critical components
CR108,2024-09-30,24.7,39.9,37.7,33.5,33.9,,Low,Continue_Operation,66.1,0.75,False,Week 16 snapshot - 0 critical components
CR108,2024-09-23,45.5,29.8,35.5,42.1,38.2,,Low,Continue_Operation,61.8,0.73,False,Week 17 snapshot - 0 critical components
CR108,2024-09-16,24.4,36.0,38.6,49.5,37.1,,Low,Continue_Operation,62.9,0.71,False,Week 18 snapshot - 0 critical components
CR108,2024-09-09,29.3,26.2,31.6,31.6,29.7,,Low,Continue_Operation,70.3,0.69,False,Week 19 snapshot - 0 critical components
CR108,2024-09-02,29.6,40.6,22.5,43.0,33.9,,Low,Continue_Operation,66.1,0.67,False,Week 20 snapshot - 0 critical components
CR108,2024-08-26,40.6,37.5,30.8,32.0,35.2,,Low,Continue_Operation,64.8,0.65,False,Week 21 snapshot - 0 critical components
CR108,2024-08-19,44.1,40.9,29.8,42.4,39.3,,Low,Continue_Operation,60.7,0.63,False,Week 22 snapshot - 0 critical components
