Certificate_ID,Train_ID,Department,Issue_Date,Expiry_Date,Validity_Days,Status,Inspector,Priority,Inspection_Type,Cycle_Number,Compliance_Score,Notes
CERT-SIG-CR111-002-dd41e9,CR111,Signalling,2024-12-16,2025-06-14,180,Valid,Signalling_Inspector_9,Low,Semi_Annual_Systems,2,90.00153287094817,Cycle 2 certificate for signalling systems
CERT-SIG-CR111-003-3ae6b2,CR111,Signalling,,2025-12-30,180,Valid,Signalling_Inspector_10,Low,Semi_Annual_Systems,3,85.54286535678338,Cycle 3 certificate for signalling systems
CERT-TEL-CR111-003-fb701a,CR111,Telecom,2024-09-25,2024-12-24,90,Expired,Telecom_Inspector_9,Critical,Quarterly_Network,3,67.974062344157,Cycle 3 certificate for telecom systems
CERT-TEL-CR111-004-147c36,CR111,Telecom,2024-12-29,2025-03-29,90,Valid,Telecom_Inspector_7,Low,Quarterly_Network,4,89.57990981847882,Cycle 4 certificate for telecom systems
CERT-TEL-CR111-005-5630f3,CR111,Telecom,,2025-06-30,90,Valid,Telecom_Inspector_1,Low,Quarterly_Network,5,85.88321035252343,Cycle 5 certificate for telecom systems
CERT-POW-CR111-001-39f1e6,CR111,Power_Supply,2024-09-27,2025-06-24,270,Valid,Power_Supply_Inspector_14,Low,Triannual_Power,1,90.78468138571327,Cycle 1 certificate for power_supply systems
CERT-POW-CR111-002-b03721,CR111,Power_Supply,,2026-03-20,270,Valid,Power_Supply_Inspector_10,Low,Triannual_Power,2,93.20408783807383,Cycle 2 certificate for power_supply systems
CERT-TRA-CR111-002-a1168a,CR111,Track_Maintenance,2024-09-02,2024-12-31,120,Expired,Track_Maintenance_Inspector_3,Critical,Quarterly_Track,2,71.98948155523524,Cycle 2 certificate for track_maintenance systems
CERT-TRA-CR111-003-efab14,CR111,Track_Maintenance,2025-01-05,2025-05-05,120,Valid,Track_Maintenance_Inspector_15,Low,Quarterly_Track,3,95.26050586774592,Cycle 3 certificate for track_maintenance systems
CERT-TRA-CR111-004-4a7967,CR111,Track_Maintenance,,2025-08-17,120,Valid,Track_Maintenance_Inspector_3,Low,Quarterly_Track,4,86.36123549811205,Cycle 4 certificate for track_maintenance systems
CERT-ROL-CR112-000-8a1bcf,CR112,Rolling_Stock,2023-12-23,2024-12-22,365,Expired,Rolling_Stock_Inspector_3,Critical,Annual_Comprehensive,0,78.83087292547538,Cycle 0 certificate for rolling_stock systems
CERT-ROL-CR112-001-312bca,CR112,Rolling_Stock,2025-01-09,2026-01-09,365,Valid,Rolling_Stock_Inspector_6,Low,Annual_Comprehensive,1,97.5799626981115,Cycle 1 certificate for rolling_stock systems
CERT-ROL-CR112-002-d65b08,CR112,Rolling_Stock,,2027-01-09,365,Valid,Rolling_Stock_Inspector_3,Low,Annual_Comprehensive,2,87.75427231145711,Cycle 2 certificate for rolling_stock systems
CERT-SIG-CR112-001-cfea18,CR112,Signalling,2024-07-08,2025-01-04,180,Expired,Signalling_Inspector_14,Critical,Semi_Annual_Systems,1,79.37781547652855,Cycle 1 certificate for signalling systems
CERT-SIG-CR112-002-aecaf5,CR112,Signalling,2024-12-19,2025-06-17,180,Valid,Signalling_Inspector_1,Low,Semi_Annual_Systems,2,88.95197798105954,Cycle 2 certificate for signalling systems
CERT-SIG-CR112-003-d25a1f,CR112,Signalling,,2025-12-28,180,Valid,Signalling_Inspector_2,Low,Semi_Annual_Systems,3,88.79953354188032,Cycle 3 certificate for signalling systems
CERT-TEL-CR112-003-3ae685,CR112,Telecom,2024-09-30,2024-12-29,90,Expired,Telecom_Inspector_11,Critical,Quarterly_Network,3,64.76160556221586,Cycle 3 certificate for telecom systems
CERT-TEL-CR112-004-a727c9,CR112,Telecom,2024-12-16,2025-03-16,90,Valid,Telecom_Inspector_5,Low,Quarterly_Network,4,90.9220263466056,Cycle 4 certificate for telecom systems
CERT-TEL-CR112-005-3c4a11,CR112,Telecom,,2025-06-28,90,Valid,Telecom_Inspector_10,Low,Quarterly_Network,5,98.16249708114321,Cycle 5 certificate for telecom systems
CERT-POW-CR112-001-6052e1,CR112,Power_Supply,2024-09-28,2025-06-25,270,Valid,Power_Supply_Inspector_1,Low,Triannual_Power,1,87.01695661925395,Cycle 1 certificate for power_supply systems
CERT-POW-CR112-002-333a7a,CR112,Power_Supply,,2026-03-19,270,Valid,Power_Supply_Inspector_6,Low,Triannual_Power,2,97.57497190116912,Cycle 2 certificate for power_supply systems
CERT-TRA-CR112-002-436a11,CR112,Track_Maintenance,2024-09-07,2025-01-05,120,Pending,Track_Maintenance_Inspector_2,Critical,Quarterly_Track,2,72.03416498336111,Cycle 2 certificate for track_maintenance systems
CERT-TRA-CR112-003-cd6a7d,CR112,Track_Maintenance,2024-12-31,2025-04-30,120,Valid,Track_Maintenance_Inspector_5,Low,Quarterly_Track,3,87.14886821122606,Cycle 3 certificate for track_maintenance systems
CERT-TRA-CR112-004-f8ed58,CR112,Track_Maintenance,,2025-08-29,120,Valid,Track_Maintenance_Inspector_6,Low,Quarterly_Track,4,98.19519584440722,Cycle 4 certificate for track_maintenance systems
CERT-ROL-CR113-000-30ce0a,CR113,Rolling_Stock,2024-01-09,2025-01-08,365,Expired,Rolling_Stock_Inspector_6,Critical,Annual_Comprehensive,0,67.38813621674137,Cycle 0 certificate for rolling_stock systems
CERT-ROL-CR113-001-ce54a4,CR113,Rolling_Stock,2025-01-05,2026-01-05,365,Valid,Rolling_Stock_Inspector_13,Low,Annual_Comprehensive,1,90.1731421197822,Cycle 1 certificate for rolling_stock systems
CERT-ROL-CR113-002-34d23b,CR113,Rolling_Stock,,2026-12-28,365,Valid,Rolling_Stock_Inspector_9,Low,Annual_Comprehensive,2,89.97645981624785,Cycle 2 certificate for rolling_stock systems
CERT-SIG-CR113-001-700453,CR113,Signalling,2024-06-26,2024-12-23,180,Expired,Signalling_Inspector_1,Critical,Semi_Annual_Systems,1,77.54134008395145,Cycle 1 certificate for signalling systems
CERT-SIG-CR113-002-cf1b6b,CR113,Signalling,2025-01-04,2025-07-03,180,Valid,Signalling_Inspector_7,Low,Semi_Annual_Systems,2,89.85528628976117,Cycle 2 certificate for signalling systems
CERT-SIG-CR113-003-78bd51,CR113,Signalling,,2025-12-14,180,Valid,Signalling_Inspector_5,Low,Semi_Annual_Systems,3,91.38720487302757,Cycle 3 certificate for signalling systems
CERT-TEL-CR113-003-d9bd22,CR113,Telecom,2024-09-28,2024-12-27,90,Expired,Telecom_Inspector_15,Critical,Quarterly_Network,3,68.76905344733058,Cycle 3 certificate for telecom systems
CERT-TEL-CR113-004-6147b2,CR113,Telecom,2024-12-22,2025-03-22,90,Valid,Telecom_Inspector_3,Low,Quarterly_Network,4,95.53766705951065,Cycle 4 certificate for telecom systems
CERT-TEL-CR113-005-6fb821,CR113,Telecom,,2025-06-26,90,Valid,Telecom_Inspector_8,Low,Quarterly_Network,5,97.45780027567604,Cycle 5 certificate for telecom systems
CERT-POW-CR113-001-374631,CR113,Power_Supply,2024-10-03,2025-06-30,270,Valid,Power_Supply_Inspector_3,Low,Triannual_Power,1,92.72258621885405,Cycle 1 certificate for power_supply systems
CERT-POW-CR113-002-6790b7,CR113,Power_Supply,,2026-03-17,270,Valid,Power_Supply_Inspector_3,Low,Triannual_Power,2,97.12946430524119,Cycle 2 certificate for power_supply systems
CERT-TRA-CR113-002-375f58,CR113,Track_Maintenance,2024-08-25,2024-12-23,120,Expired,Track_Maintenance_Inspector_9,Critical,Quarterly_Track,2,69.95735432186035,Cycle 2 certificate for track_maintenance systems
CERT-TRA-CR113-003-9efb7a,CR113,Track_Maintenance,2024-12-26,2025-04-25,120,Valid,Track_Maintenance_Inspector_13,Low,Quarterly_Track,3,88.3059197743094,Cycle 3 certificate for track_maintenance systems
CERT-TRA-CR113-004-29fad8,CR113,Track_Maintenance,,2025-09-01,120,Valid,Track_Maintenance_Inspector_14,Low,Quarterly_Track,4,88.91252770750654,Cycle 4 certificate for track_maintenance systems
CERT-ROL-CR114-000-419c65,CR114,Rolling_Stock,2024-01-03,2025-01-02,365,Expired,Rolling_Stock_Inspector_10,Critical,Annual_Comprehensive,0,78.44661599623565,Cycle 0 certificate for rolling_stock systems
CERT-ROL-CR114-001-541b6c,CR114,Rolling_Stock,2025-01-09,2026-01-09,365,Valid,Rolling_Stock_Inspector_6,Low,Annual_Comprehensive,1,87.7544279187883,Cycle 1 certificate for rolling_stock systems
CERT-ROL-CR114-002-491d83,CR114,Rolling_Stock,,2027-01-03,365,Pending,Rolling_Stock_Inspector_3,Critical,Annual_Comprehensive,2,70.75150918279445,Cycle 2 certificate for rolling_stock systems
CERT-SIG-CR114-001-30258e,CR114,Signalling,2024-06-26,2024-12-23,180,Expired,Signalling_Inspector_14,Critical,Semi_Annual_Systems,1,63.863990689246904,Cycle 1 certificate for signalling systems
CERT-SIG-CR114-002-853685,CR114,Signalling,2024-12-23,2025-06-21,180,Valid,Signalling_Inspector_14,Low,Semi_Annual_Systems,2,86.70092773426599,Cycle 2 certificate for signalling systems
CERT-SIG-CR114-003-5d3583,CR114,Signalling,,2025-12-16,180,Valid,Signalling_Inspector_9,Low,Semi_Annual_Systems,3,86.31802043595314,Cycle 3 certificate for signalling systems
CERT-TEL-CR114-004-42238e,CR114,Telecom,2025-01-04,2025-04-04,90,Valid,Telecom_Inspector_8,Low,Quarterly_Network,4,91.89893515329604,Cycle 4 certificate for telecom systems
CERT-TEL-CR114-005-7f2ab5,CR114,Telecom,,2025-06-29,90,Valid,Telecom_Inspector_11,Low,Quarterly_Network,5,97.54049431568816,Cycle 5 certificate for telecom systems
CERT-POW-CR114-001-73f602,CR114,Power_Supply,2024-09-26,2025-06-23,270,Valid,Power_Supply_Inspector_1,Low,Triannual_Power,1,86.6465677145632,Cycle 1 certificate for power_supply systems
CERT-POW-CR114-002-8aaab6,CR114,Power_Supply,,2026-03-17,270,Valid,Power_Supply_Inspector_2,Low,Triannual_Power,2,89.75488330964735,Cycle 2 certificate for power_supply systems
CERT-TRA-CR114-002-fa8f24,CR114,Track_Maintenance,2024-09-03,2025-01-01,120,Expired,Track_Maintenance_Inspector_6,Critical,Quarterly_Track,2,76.29650430956146,Cycle 2 certificate for track_maintenance systems
CERT-TRA-CR114-003-b91aae,CR114,Track_Maintenance,2024-12-24,2025-04-23,120,Valid,Track_Maintenance_Inspector_10,Low,Quarterly_Track,3,91.43157645914403,Cycle 3 certificate for track_maintenance systems
CERT-TRA-CR114-004-5f8285,CR114,Track_Maintenance,,2025-09-02,120,Valid,Track_Maintenance_Inspector_8,Low,Quarterly_Track,4,98.87413794734519,Cycle 4 certificate for track_maintenance systems
CERT-ROL-CR115-000-fc1eec,CR115,Rolling_Stock,2024-01-10,2025-01-09,365,Expired,Rolling_Stock_Inspector_3,Critical,Annual_Comprehensive,0,79.8261598155949,Cycle 0 certificate for rolling_stock systems
CERT-ROL-CR115-001-edf043,CR115,Rolling_Stock,2024-12-23,2025-12-23,365,Valid,Rolling_Stock_Inspector_1,Low,Annual_Comprehensive,1,87.027438751234,Cycle 1 certificate for rolling_stock systems
CERT-ROL-CR115-002-b659b8,CR115,Rolling_Stock,,2027-01-09,365,Valid,Rolling_Stock_Inspector_13,Low,Annual_Comprehensive,2,92.48997408170267,Cycle 2 certificate for rolling_stock systems
CERT-SIG-CR115-002-681363,CR115,Signalling,2024-12-19,2025-06-17,180,Valid,Signalling_Inspector_1,Low,Semi_Annual_Systems,2,87.82682990960922,Cycle 2 certificate for signalling systems
CERT-SIG-CR115-003-cfadc6,CR115,Signalling,,2025-12-13,180,Valid,Signalling_Inspector_10,Low,Semi_Annual_Systems,3,95.42712983689803,Cycle 3 certificate for signalling systems
CERT-TEL-CR115-003-e59903,CR115,Telecom,2024-10-01,2024-12-30,90,Expired,Telecom_Inspector_8,Critical,Quarterly_Network,3,66.86909546240103,Cycle 3 certificate for telecom systems
CERT-TEL-CR115-004-1a9fe5,CR115,Telecom,2024-12-17,2025-03-17,90,Valid,Telecom_Inspector_7,Low,Quarterly_Network,4,89.34385222343711,Cycle 4 certificate for telecom systems
CERT-TEL-CR115-005-9edd4b,CR115,Telecom,,2025-06-23,90,Valid,Telecom_Inspector_8,Low,Quarterly_Network,5,87.26993570373324,Cycle 5 certificate for telecom systems
CERT-POW-CR115-001-bc01c4,CR115,Power_Supply,2024-10-05,2025-07-02,270,Valid,Power_Supply_Inspector_2,Low,Triannual_Power,1,98.05335978119248,Cycle 1 certificate for power_supply systems
CERT-POW-CR115-002-df20c4,CR115,Power_Supply,,2026-03-31,270,Valid,Power_Supply_Inspector_1,Low,Triannual_Power,2,86.912175718513,Cycle 2 certificate for power_supply systems
CERT-TRA-CR115-003-07d1f1,CR115,Track_Maintenance,2024-12-19,2025-04-18,120,Valid,Track_Maintenance_Inspector_15,Low,Quarterly_Track,3,86.08295303497917,Cycle 3 certificate for track_maintenance systems
CERT-TRA-CR115-004-87da72,CR115,Track_Maintenance,,2025-08-14,120,Valid,Track_Maintenance_Inspector_2,Low,Quarterly_Track,4,96.14928128723118,Cycle 4 certificate for track_maintenance systems
CERT-ROL-CR116-000-18b695,CR116,Rolling_Stock,2024-01-11,2025-01-10,365,Expired,Rolling_Stock_Inspector_13,Critical,Annual_Comprehensive,0,67.42586760627233,Cycle 0 certificate for rolling_stock systems
CERT-ROL-CR116-001-647f3d,CR116,Rolling_Stock,2024-12-27,2025-12-27,365,Valid,Rolling_Stock_Inspector_9,Low,Annual_Comprehensive,1,88.41693564840229,Cycle 1 certificate for rolling_stock systems
CERT-ROL-CR116-002-774e29,CR116,Rolling_Stock,,2027-01-05,365,Valid,Rolling_Stock_Inspector_8,Low,Annual_Comprehensive,2,88.18942883855537,Cycle 2 certificate for rolling_stock systems
CERT-SIG-CR116-001-150623,CR116,Signalling,2024-07-04,2024-12-31,180,Expired,Signalling_Inspector_13,Critical,Semi_Annual_Systems,1,79.88367836003735,Cycle 1 certificate for signalling systems
CERT-SIG-CR116-002-43583d,CR116,Signalling,2024-12-25,2025-06-23,180,Valid,Signalling_Inspector_9,Low,Semi_Annual_Systems,2,96.58798292021875,Cycle 2 certificate for signalling systems
CERT-SIG-CR116-003-de278e,CR116,Signalling,,2025-12-25,180,Valid,Signalling_Inspector_1,Low,Semi_Annual_Systems,3,92.9648618433064,Cycle 3 certificate for signalling systems
CERT-TEL-CR116-003-cc5497,CR116,Telecom,2024-09-23,2024-12-22,90,Expired,Telecom_Inspector_4,Critical,Quarterly_Network,3,80.10099120593057,Cycle 3 certificate for telecom systems
CERT-TEL-CR116-004-1135c2,CR116,Telecom,2024-12-21,2025-03-21,90,Valid,Telecom_Inspector_4,Low,Quarterly_Network,4,96.28889114347352,Cycle 4 certificate for telecom systems
CERT-TEL-CR116-005-a05916,CR116,Telecom,,2025-06-26,90,Valid,Telecom_Inspector_15,Low,Quarterly_Network,5,92.92264007320847,Cycle 5 certificate for telecom systems
CERT-POW-CR116-001-210779,CR116,Power_Supply,2024-09-23,2025-06-20,270,Valid,Power_Supply_Inspector_13,Low,Triannual_Power,1,90.0478676835712,Cycle 1 certificate for power_supply systems
CERT-POW-CR116-002-9b6686,CR116,Power_Supply,,2026-03-18,270,Valid,Power_Supply_Inspector_1,Low,Triannual_Power,2,87.22897028782809,Cycle 2 certificate for power_supply systems
CERT-TRA-CR116-002-a7059d,CR116,Track_Maintenance,2024-09-05,2025-01-03,120,Expired,Track_Maintenance_Inspector_5,Critical,Quarterly_Track,2,71.81926332631079,Cycle 2 certificate for track_maintenance systems
CERT-TRA-CR116-003-8fd142,CR116,Track_Maintenance,2025-01-05,2025-05-05,120,Valid,Track_Maintenance_Inspector_9,Low,Quarterly_Track,3,93.46334107093583,Cycle 3 certificate for track_maintenance systems
CERT-TRA-CR116-004-90654c,CR116,Track_Maintenance,,2025-08-26,120,Valid,Track_Maintenance_Inspector_9,Low,Quarterly_Track,4,92.87578050908711,Cycle 4 certificate for track_maintenance systems
CERT-ROL-CR117-000-7da757,CR117,Rolling_Stock,2023-12-29,2024-12-28,365,Expired,Rolling_Stock_Inspector_6,Critical,Annual_Comprehensive,0,79.36132655501466,Cycle 0 certificate for rolling_stock systems
CERT-ROL-CR117-001-a78880,CR117,Rolling_Stock,2025-01-05,2026-01-05,365,Valid,Rolling_Stock_Inspector_6,Low,Annual_Comprehensive,1,97.1445937003308,Cycle 1 certificate for rolling_stock systems
CERT-ROL-CR117-002-9bc78e,CR117,Rolling_Stock,,2027-01-05,365,Valid,Rolling_Stock_Inspector_10,Low,Annual_Comprehensive,2,96.90107921509684,Cycle 2 certificate for rolling_stock systems
CERT-SIG-CR117-001-0b7ff0,CR117,Signalling,2024-06-26,2024-12-23,180,Expired,Signalling_Inspector_15,Critical,Semi_Annual_Systems,1,66.48997894505628,Cycle 1 certificate for signalling systems
CERT-SIG-CR117-002-b5bfe8,CR117,Signalling,2025-01-03,2025-07-02,180,Valid,Signalling_Inspector_9,Low,Semi_Annual_Systems,2,96.21494991456635,Cycle 2 certificate for signalling systems
CERT-SIG-CR117-003-417322,CR117,Signalling,,2025-12-25,180,Valid,Signalling_Inspector_9,Low,Semi_Annual_Systems,3,89.42962837607533,Cycle 3 certificate for signalling systems
CERT-TEL-CR117-003-3acb03,CR117,Telecom,2024-09-24,2024-12-23,90,Expired,Telecom_Inspector_2,Critical,Quarterly_Network,3,72.58806732945843,Cycle 3 certificate for telecom systems
CERT-TEL-CR117-004-945a1f,CR117,Telecom,2024-12-19,2025-03-19,90,Valid,Telecom_Inspector_12,Low,Quarterly_Network,4,91.05308334647718,Cycle 4 certificate for telecom systems
CERT-TEL-CR117-005-8b119b,CR117,Telecom,,2025-07-01,90,Valid,Telecom_Inspector_1,Low,Quarterly_Network,5,98.17712049615461,Cycle 5 certificate for telecom systems
CERT-POW-CR117-001-958a83,CR117,Power_Supply,2024-10-04,2025-07-01,270,Valid,Power_Supply_Inspector_2,Low,Triannual_Power,1,89.50126847461743,Cycle 1 certificate for power_supply systems
CERT-POW-CR117-002-806680,CR117,Power_Supply,,2026-03-30,270,Pending,Power_Supply_Inspector_10,Critical,Triannual_Power,2,72.66449591632181,Cycle 2 certificate for power_supply systems
CERT-TRA-CR117-002-a592b9,CR117,Track_Maintenance,2024-08-31,2024-12-29,120,Expired,Track_Maintenance_Inspector_14,Critical,Quarterly_Track,2,69.13843223516648,Cycle 2 certificate for track_maintenance systems
CERT-TRA-CR117-003-2c8a68,CR117,Track_Maintenance,2025-01-01,2025-05-01,120,Valid,Track_Maintenance_Inspector_12,Low,Quarterly_Track,3,86.11530756862844,Cycle 3 certificate for track_maintenance systems
CERT-TRA-CR117-004-28e6ef,CR117,Track_Maintenance,,2025-08-24,120,Valid,Track_Maintenance_Inspector_9,Low,Quarterly_Track,4,85.62811730032918,Cycle 4 certificate for track_maintenance systems
CERT-ROL-CR118-000-1656b9,CR118,Rolling_Stock,2024-01-05,2025-01-04,365,Expired,Rolling_Stock_Inspector_6,Critical,Annual_Comprehensive,0,83.30449444719983,Cycle 0 certificate for rolling_stock systems
CERT-ROL-CR118-001-6dcd8f,CR118,Rolling_Stock,2024-12-27,2025-12-27,365,Valid,Rolling_Stock_Inspector_5,Low,Annual_Comprehensive,1,98.68010886299513,Cycle 1 certificate for rolling_stock systems
CERT-ROL-CR118-002-b7a41d,CR118,Rolling_Stock,,2027-01-06,365,Valid,Rolling_Stock_Inspector_11,Low,Annual_Comprehensive,2,85.3241450642068,Cycle 2 certificate for rolling_stock systems
CERT-SIG-CR118-002-187d7f,CR118,Signalling,2024-12-28,2025-06-26,180,Valid,Signalling_Inspector_5,Low,Semi_Annual_Systems,2,94.53369990358715,Cycle 2 certificate for signalling systems
CERT-SIG-CR118-003-8e266d,CR118,Signalling,,2025-12-20,180,Valid,Signalling_Inspector_11,Low,Semi_Annual_Systems,3,97.60631761424716,Cycle 3 certificate for signalling systems
CERT-TEL-CR118-003-af77b7,CR118,Telecom,2024-09-28,2024-12-27,90,Expired,Telecom_Inspector_14,Critical,Quarterly_Network,3,83.25771551995021,Cycle 3 certificate for telecom systems
CERT-TEL-CR118-004-1f3993,CR118,Telecom,2024-12-28,2025-03-28,90,Valid,Telecom_Inspector_7,Low,Quarterly_Network,4,96.67046764232126,Cycle 4 certificate for telecom systems
CERT-TEL-CR118-005-2e76aa,CR118,Telecom,,2025-06-24,90,Valid,Telecom_Inspector_9,Low,Quarterly_Network,5,92.35132516521331,Cycle 5 certificate for telecom systems
CERT-POW-CR118-001-c5a978,CR118,Power_Supply,2024-10-01,2025-06-28,270,Valid,Power_Supply_Inspector_6,Low,Triannual_Power,1,98.72132866926393,Cycle 1 certificate for power_supply systems
CERT-POW-CR118-002-9d9752,CR118,Power_Supply,,2026-03-22,270,Valid,Power_Supply_Inspector_11,Low,Triannual_Power,2,90.590813176043,Cycle 2 certificate for power_supply systems
CERT-TRA-CR118-002-c2ebdf,CR118,Track_Maintenance,2024-09-05,2025-01-03,120,Expired,Track_Maintenance_Inspector_7,Critical,Quarterly_Track,2,80.56229541323435,Cycle 2 certificate for track_maintenance systems
CERT-TRA-CR118-003-898309,CR118,Track_Maintenance,2024-12-24,2025-04-23,120,Valid,Track_Maintenance_Inspector_1,Low,Quarterly_Track,3,86.15690912009293,Cycle 3 certificate for track_maintenance systems
CERT-TRA-CR118-004-2d8229,CR118,Track_Maintenance,,2025-08-17,120,Valid,Track_Maintenance_Inspector_4,Low,Quarterly_Track,4,97.82429688174054,Cycle 4 certificate for track_maintenance systems
CERT-ROL-CR119-000-70b4cf,CR119,Rolling_Stock,2023-12-25,2024-12-24,365,Expired,Rolling_Stock_Inspector_15,Critical,Annual_Comprehensive,0,71.1887520852236,Cycle 0 certificate for rolling_stock systems
CERT-ROL-CR119-001-7de5bb,CR119,Rolling_Stock,2024-12-29,2025-12-29,365,Valid,Rolling_Stock_Inspector_2,Low,Annual_Comprehensive,1,87.58848949468153,Cycle 1 certificate for rolling_stock systems
CERT-ROL-CR119-002-393f42,CR119,Rolling_Stock,,2027-01-10,365,Valid,Rolling_Stock_Inspector_7,Low,Annual_Comprehensive,2,96.39182501647343,Cycle 2 certificate for rolling_stock systems
CERT-SIG-CR119-001-3e8db1,CR119,Signalling,2024-07-07,2025-01-03,180,Expired,Signalling_Inspector_8,Critical,Semi_Annual_Systems,1,71.99118047828652,Cycle 1 certificate for signalling systems
CERT-SIG-CR119-002-3911e8,CR119,Signalling,2024-12-21,2025-06-19,180,Valid,Signalling_Inspector_10,Low,Semi_Annual_Systems,2,98.69337852570071,Cycle 2 certificate for signalling systems
CERT-SIG-CR119-003-284265,CR119,Signalling,,2025-12-17,180,Valid,Signalling_Inspector_14,Low,Semi_Annual_Systems,3,87.69246350543081,Cycle 3 certificate for signalling systems
CERT-TEL-CR119-003-391916,CR119,Telecom,2024-09-29,2024-12-28,90,Expired,Telecom_Inspector_4,Critical,Quarterly_Network,3,76.13872841378029,Cycle 3 certificate for telecom systems
CERT-TEL-CR119-004-180ca1,CR119,Telecom,2024-12-25,2025-03-25,90,Valid,Telecom_Inspector_15,Low,Quarterly_Network,4,98.02583040187218,Cycle 4 certificate for telecom systems
CERT-TEL-CR119-005-a2818d,CR119,Telecom,,2025-06-29,90,Valid,Telecom_Inspector_12,Low,Quarterly_Network,5,94.14280112969568,Cycle 5 certificate for telecom systems
CERT-POW-CR119-001-8ee1fa,CR119,Power_Supply,2024-10-07,2025-07-04,270,Valid,Power_Supply_Inspector_9,Low,Triannual_Power,1,91.60870479974614,Cycle 1 certificate for power_supply systems
CERT-POW-CR119-002-21ba70,CR119,Power_Supply,,2026-03-31,270,Valid,Power_Supply_Inspector_10,Low,Triannual_Power,2,97.8335849907423,Cycle 2 certificate for power_supply systems
CERT-TRA-CR119-003-aaec9a,CR119,Track_Maintenance,2024-12-30,2025-04-29,120,Valid,Track_Maintenance_Inspector_5,Low,Quarterly_Track,3,87.70550174965878,Cycle 3 certificate for track_maintenance systems
CERT-TRA-CR119-004-eca02c,CR119,Track_Maintenance,,2025-08-20,120,Valid,Track_Maintenance_Inspector_3,Low,Quarterly_Track,4,96.92183905107271,Cycle 4 certificate for track_maintenance systems
CERT-ROL-CR120-000-b754c2,CR120,Rolling_Stock,2023-12-29,2024-12-28,365,Expired,Rolling_Stock_Inspector_2,Critical,Annual_Comprehensive,0,75.48533479655157,Cycle 0 certificate for rolling_stock systems
CERT-ROL-CR120-001-f1ef07,CR120,Rolling_Stock,2025-01-05,2026-01-05,365,Valid,Rolling_Stock_Inspector_3,Low,Annual_Comprehensive,1,87.73996106678209,Cycle 1 certificate for rolling_stock systems
CERT-ROL-CR120-002-7f0d15,CR120,Rolling_Stock,,2027-01-01,365,Valid,Rolling_Stock_Inspector_13,Low,Annual_Comprehensive,2,97.00688665903739,Cycle 2 certificate for rolling_stock systems
CERT-SIG-CR120-001-eb307c,CR120,Signalling,2024-07-06,2025-01-02,180,Expired,Signalling_Inspector_12,Critical,Semi_Annual_Systems,1,63.313457720420715,Cycle 1 certificate for signalling systems
CERT-SIG-CR120-002-35bf7b,CR120,Signalling,2025-01-03,2025-07-02,180,Valid,Signalling_Inspector_9,Low,Semi_Annual_Systems,2,97.09793690845684,Cycle 2 certificate for signalling systems
CERT-SIG-CR120-003-a95b42,CR120,Signalling,,2025-12-19,180,Valid,Signalling_Inspector_15,Low,Semi_Annual_Systems,3,96.7399169640004,Cycle 3 certificate for signalling systems
CERT-TEL-CR120-004-0eb6ba,CR120,Telecom,2025-01-02,2025-04-02,90,Valid,Telecom_Inspector_2,Low,Quarterly_Network,4,85.86613464496179,Cycle 4 certificate for telecom systems
CERT-TEL-CR120-005-34dc99,CR120,Telecom,,2025-07-04,90,Valid,Telecom_Inspector_10,Low,Quarterly_Network,5,87.00269657561147,Cycle 5 certificate for telecom systems
CERT-POW-CR120-001-7ce9ba,CR120,Power_Supply,2024-10-07,2025-07-04,270,Valid,Power_Supply_Inspector_11,Low,Triannual_Power,1,92.99280090894693,Cycle 1 certificate for power_supply systems
CERT-POW-CR120-002-f200f6,CR120,Power_Supply,,2026-03-30,270,Valid,Power_Supply_Inspector_2,Low,Triannual_Power,2,86.10377677004482,Cycle 2 certificate for power_supply systems
CERT-TRA-CR120-002-b8b49b,CR120,Track_Maintenance,2024-09-05,2025-01-03,120,Expired,Track_Maintenance_Inspector_1,Critical,Quarterly_Track,2,61.352189528403706,Cycle 2 certificate for track_maintenance systems
CERT-TRA-CR120-003-826a46,CR120,Track_Maintenance,2024-12-18,2025-04-17,120,Valid,Track_Maintenance_Inspector_1,Low,Quarterly_Track,3,88.13313787656888,Cycle 3 certificate for track_maintenance systems
CERT-TRA-CR120-004-0809ef,CR120,Track_Maintenance,,2025-08-18,120,Valid,Track_Maintenance_Inspector_13,Low,Quarterly_Track,4,97.87845379827155,Cycle 4 certificate for track_maintenance systems
CERT-ROL-CR121-000-b9c63c,CR121,Rolling_Stock,2024-01-04,2025-01-03,365,Expired,Rolling_Stock_Inspector_14,Critical,Annual_Comprehensive,0,76.98327451130994,Cycle 0 certificate for rolling_stock systems
CERT-ROL-CR121-001-99d544,CR121,Rolling_Stock,2025-01-07,2026-01-07,365,Valid,Rolling_Stock_Inspector_6,Low,Annual_Comprehensive,1,90.74951468832789,Cycle 1 certificate for rolling_stock systems
CERT-ROL-CR121-002-1a148a,CR121,Rolling_Stock,,2027-01-08,365,Valid,Rolling_Stock_Inspector_13,Low,Annual_Comprehensive,2,89.4607549068207,Cycle 2 certificate for rolling_stock systems
CERT-SIG-CR121-002-4176c6,CR121,Signalling,2024-12-23,2025-06-21,180,Valid,Signalling_Inspector_7,Low,Semi_Annual_Systems,2,96.95508675579002,Cycle 2 certificate for signalling systems
