Contract_ID,Train_ID,Advertiser,Date,Required_Hours,Actual_Service_Hours,Shortfall_Hours,Penalty_Incurred,Compliance_Percentage,Contract_Value,Priority,Revenue_Impact,Day_Of_Week,Month,Notes
BRD-002,CR105,MyG Digital,2024-09-28,14.0,13.5,0.5,934.0,96.7,600000,Low,934.0,Saturday,September,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2024-09-29,14.0,12.3,1.7,3418.0,87.8,600000,Critical,3418.0,Sunday,September,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2024-09-30,14.0,14.3,0.0,0.0,100.0,600000,Low,0.0,Monday,September,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2024-10-01,14.0,16.8,0.0,0.0,100.0,600000,Low,0.0,Tuesday,October,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2024-10-02,14.0,16.8,0.0,0.0,100.0,600000,Low,0.0,Wednesday,October,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2024-10-03,14.0,15.9,0.0,0.0,100.0,600000,Low,0.0,Thursday,October,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2024-10-04,14.0,15.6,0.0,0.0,100.0,600000,Low,0.0,Friday,October,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2024-10-05,14.0,14.2,0.0,0.0,100.0,600000,Low,0.0,Saturday,October,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2024-10-06,14.0,11.9,2.1,4159.0,85.1,600000,Critical,4159.0,Sunday,October,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2024-10-07,14.0,15.9,0.0,0.0,100.0,600000,Low,0.0,Monday,October,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2024-10-08,14.0,16.7,0.0,0.0,100.0,600000,Low,0.0,Tuesday,October,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2024-10-09,14.0,14.1,0.0,0.0,100.0,600000,Low,0.0,Wednesday,October,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2024-10-10,14.0,15.9,0.0,0.0,100.0,600000,Low,0.0,Thursday,October,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2024-10-11,14.0,15.3,0.0,0.0,100.0,600000,Low,0.0,Friday,October,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2024-10-12,14.0,14.5,0.0,0.0,100.0,600000,Low,0.0,Saturday,October,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2024-10-13,14.0,11.5,2.5,5058.0,81.9,600000,Critical,5058.0,Sunday,October,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2024-10-14,14.0,16.6,0.0,0.0,100.0,600000,Low,0.0,Monday,October,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2024-10-15,14.0,14.1,0.0,0.0,100.0,600000,Low,0.0,Tuesday,October,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2024-10-16,14.0,15.0,0.0,0.0,100.0,600000,Low,0.0,Wednesday,October,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2024-10-17,14.0,16.0,0.0,0.0,100.0,600000,Low,0.0,Thursday,October,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2024-10-18,14.0,14.4,0.0,0.0,100.0,600000,Low,0.0,Friday,October,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2024-10-19,14.0,14.8,0.0,0.0,100.0,600000,Low,0.0,Saturday,October,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2024-10-20,14.0,13.8,0.2,330.0,98.8,600000,Low,330.0,Sunday,October,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2024-10-21,14.0,14.5,0.0,0.0,100.0,600000,Low,0.0,Monday,October,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2024-10-22,14.0,16.7,0.0,0.0,100.0,600000,Low,0.0,Tuesday,October,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2024-10-23,14.0,14.1,0.0,0.0,100.0,600000,Low,0.0,Wednesday,October,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2024-10-24,14.0,16.0,0.0,0.0,100.0,600000,Low,0.0,Thursday,October,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2024-10-25,14.0,16.9,0.0,0.0,100.0,600000,Low,0.0,Friday,October,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2024-10-26,14.0,15.2,0.0,0.0,100.0,600000,Low,0.0,Saturday,October,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2024-10-27,14.0,11.9,2.1,4127.0,85.3,600000,Critical,4127.0,Sunday,October,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2024-10-28,14.0,14.2,0.0,0.0,100.0,600000,Low,0.0,Monday,October,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2024-10-29,14.0,16.6,0.0,0.0,100.0,600000,Low,0.0,Tuesday,October,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2024-10-30,14.0,15.6,0.0,0.0,100.0,600000,Low,0.0,Wednesday,October,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2024-10-31,14.0,14.6,0.0,0.0,100.0,600000,Low,0.0,Thursday,October,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2024-11-01,14.0,15.5,0.0,0.0,100.0,600000,Low,0.0,Friday,November,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2024-11-02,14.0,13.6,0.4,701.0,97.5,600000,Low,701.0,Saturday,November,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2024-11-03,14.0,12.2,1.8,3565.0,87.3,600000,Critical,3565.0,Sunday,November,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2024-11-04,14.0,16.4,0.0,0.0,100.0,600000,Low,0.0,Monday,November,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2024-11-05,14.0,14.6,0.0,0.0,100.0,600000,Low,0.0,Tuesday,November,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2024-11-06,14.0,14.2,0.0,0.0,100.0,600000,Low,0.0,Wednesday,November,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2024-11-07,14.0,14.2,0.0,0.0,100.0,600000,Low,0.0,Thursday,November,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2024-11-08,14.0,14.5,0.0,0.0,100.0,600000,Low,0.0,Friday,November,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2024-11-09,14.0,15.2,0.0,0.0,100.0,600000,Low,0.0,Saturday,November,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2024-11-10,14.0,11.7,2.3,4538.0,83.8,600000,Critical,4538.0,Sunday,November,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2024-11-11,14.0,16.2,0.0,0.0,100.0,600000,Low,0.0,Monday,November,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2024-11-12,14.0,14.3,0.0,0.0,100.0,600000,Low,0.0,Tuesday,November,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2024-11-13,14.0,14.5,0.0,0.0,100.0,600000,Low,0.0,Wednesday,November,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2024-11-14,14.0,16.1,0.0,0.0,100.0,600000,Low,0.0,Thursday,November,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2024-11-15,14.0,17.2,0.0,0.0,100.0,600000,Low,0.0,Friday,November,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2024-11-16,14.0,13.9,0.1,273.0,99.0,600000,Low,273.0,Saturday,November,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2024-11-17,14.0,12.7,1.3,2618.0,90.6,600000,Medium,2618.0,Sunday,November,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2024-11-18,14.0,16.2,0.0,0.0,100.0,600000,Low,0.0,Monday,November,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2024-11-19,14.0,14.9,0.0,0.0,100.0,600000,Low,0.0,Tuesday,November,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2024-11-20,14.0,16.9,0.0,0.0,100.0,600000,Low,0.0,Wednesday,November,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2024-11-21,14.0,14.4,0.0,0.0,100.0,600000,Low,0.0,Thursday,November,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2024-11-22,14.0,16.7,0.0,0.0,100.0,600000,Low,0.0,Friday,November,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2024-11-23,14.0,13.4,0.6,1155.0,95.9,600000,Low,1155.0,Saturday,November,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2024-11-24,14.0,13.7,0.3,594.0,97.9,600000,Low,594.0,Sunday,November,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2024-11-25,14.0,16.6,0.0,0.0,100.0,600000,Low,0.0,Monday,November,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2024-11-26,14.0,16.5,0.0,0.0,100.0,600000,Low,0.0,Tuesday,November,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2024-11-27,14.0,16.6,0.0,0.0,100.0,600000,Low,0.0,Wednesday,November,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2024-11-28,14.0,14.7,0.0,0.0,100.0,600000,Low,0.0,Thursday,November,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2024-11-29,14.0,15.6,0.0,0.0,100.0,600000,Low,0.0,Friday,November,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2024-11-30,14.0,15.0,0.0,0.0,100.0,600000,Low,0.0,Saturday,November,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2024-12-01,14.0,12.2,1.8,3534.0,87.4,600000,Critical,3534.0,Sunday,December,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2024-12-02,14.0,14.2,0.0,0.0,100.0,600000,Low,0.0,Monday,December,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2024-12-03,14.0,16.2,0.0,0.0,100.0,600000,Low,0.0,Tuesday,December,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2024-12-04,14.0,14.2,0.0,0.0,100.0,600000,Low,0.0,Wednesday,December,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2024-12-05,14.0,14.0,0.0,0.0,100.0,600000,Low,0.0,Thursday,December,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2024-12-06,14.0,14.7,0.0,0.0,100.0,600000,Low,0.0,Friday,December,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2024-12-07,14.0,13.8,0.2,348.0,98.8,600000,Low,348.0,Saturday,December,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2024-12-08,14.0,11.3,2.7,5363.0,80.8,600000,Critical,5363.0,Sunday,December,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2024-12-09,14.0,16.0,0.0,0.0,100.0,600000,Low,0.0,Monday,December,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2024-12-10,14.0,14.0,0.0,0.0,100.0,600000,Low,0.0,Tuesday,December,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2024-12-11,14.0,14.3,0.0,0.0,100.0,600000,Low,0.0,Wednesday,December,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2024-12-12,14.0,16.2,0.0,0.0,100.0,600000,Low,0.0,Thursday,December,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2024-12-13,14.0,15.7,0.0,0.0,100.0,600000,Low,0.0,Friday,December,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2024-12-14,14.0,14.2,0.0,0.0,100.0,600000,Low,0.0,Saturday,December,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2024-12-15,14.0,11.6,2.4,4833.0,82.7,600000,Critical,4833.0,Sunday,December,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2024-12-16,14.0,16.9,0.0,0.0,100.0,600000,Low,0.0,Monday,December,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2024-12-17,14.0,14.7,0.0,0.0,100.0,600000,Low,0.0,Tuesday,December,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2024-12-18,14.0,15.5,0.0,0.0,100.0,600000,Low,0.0,Wednesday,December,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2024-12-19,14.0,14.6,0.0,0.0,100.0,600000,Low,0.0,Thursday,December,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2024-12-20,14.0,15.3,0.0,0.0,100.0,600000,Low,0.0,Friday,December,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2024-12-21,14.0,14.2,0.0,0.0,100.0,600000,Low,0.0,Saturday,December,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2024-12-22,14.0,13.4,0.6,1177.0,95.8,600000,Low,1177.0,Sunday,December,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2024-12-23,14.0,14.5,0.0,0.0,100.0,600000,Low,0.0,Monday,December,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2024-12-24,14.0,14.5,0.0,0.0,100.0,600000,Low,0.0,Tuesday,December,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2024-12-25,14.0,16.8,0.0,0.0,100.0,600000,Low,0.0,Wednesday,December,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2024-12-26,14.0,15.1,0.0,0.0,100.0,600000,Low,0.0,Thursday,December,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2024-12-27,14.0,14.9,0.0,0.0,100.0,600000,Low,0.0,Friday,December,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2024-12-28,14.0,15.3,0.0,0.0,100.0,600000,Low,0.0,Saturday,December,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2024-12-29,14.0,11.9,2.1,4256.0,84.8,600000,Critical,4256.0,Sunday,December,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2024-12-30,14.0,14.8,0.0,0.0,100.0,600000,Low,0.0,Monday,December,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2024-12-31,14.0,14.5,0.0,0.0,100.0,600000,Low,0.0,Tuesday,December,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2025-01-01,14.0,17.1,0.0,0.0,100.0,600000,Low,0.0,Wednesday,January,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2025-01-02,14.0,16.9,0.0,0.0,100.0,600000,Low,0.0,Thursday,January,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2025-01-03,14.0,15.6,0.0,0.0,100.0,600000,Low,0.0,Friday,January,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2025-01-04,14.0,12.8,1.2,2394.0,91.4,600000,Medium,2394.0,Saturday,January,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2025-01-05,14.0,13.5,0.5,925.0,96.7,600000,Low,925.0,Sunday,January,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2025-01-06,14.0,16.2,0.0,0.0,100.0,600000,Low,0.0,Monday,January,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2025-01-07,14.0,14.7,0.0,0.0,100.0,600000,Low,0.0,Tuesday,January,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2025-01-08,14.0,16.4,0.0,0.0,100.0,600000,Low,0.0,Wednesday,January,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2025-01-09,14.0,14.7,0.0,0.0,100.0,600000,Low,0.0,Thursday,January,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2025-01-10,14.0,16.3,0.0,0.0,100.0,600000,Low,0.0,Friday,January,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2025-01-11,14.0,15.0,0.0,0.0,100.0,600000,Low,0.0,Saturday,January,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2025-01-12,14.0,13.0,1.0,2013.0,92.8,600000,Medium,2013.0,Sunday,January,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2025-01-13,14.0,16.1,0.0,0.0,100.0,600000,Low,0.0,Monday,January,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2025-01-14,14.0,17.2,0.0,0.0,100.0,600000,Low,0.0,Tuesday,January,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2025-01-15,14.0,17.2,0.0,0.0,100.0,600000,Low,0.0,Wednesday,January,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2025-01-16,14.0,15.6,0.0,0.0,100.0,600000,Low,0.0,Thursday,January,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2025-01-17,14.0,14.6,0.0,0.0,100.0,600000,Low,0.0,Friday,January,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2025-01-18,14.0,14.9,0.0,0.0,100.0,600000,Low,0.0,Saturday,January,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2025-01-19,14.0,11.5,2.5,5063.0,81.9,600000,Critical,5063.0,Sunday,January,Daily tracking for MyG Digital contract
BRD-002,CR105,MyG Digital,2025-01-20,14.0,16.1,0.0,0.0,100.0,600000,Low,0.0,Monday,January,Daily tracking for MyG Digital contract
BRD-003,CR113,Federal Bank,2024-01-01,16.0,16.2,0.0,0.0,100.0,800000,Low,0.0,Monday,January,Daily tracking for Federal Bank contract
BRD-003,CR113,Federal Bank,2024-01-02,16.0,15.1,0.9,2818.0,94.1,800000,Medium,2818.0,Tuesday,January,Daily tracking for Federal Bank contract
BRD-003,CR113,Federal Bank,2024-01-03,16.0,15.7,0.3,939.0,98.0,800000,Low,939.0,Wednesday,January,Daily tracking for Federal Bank contract
BRD-003,CR113,Federal Bank,2024-01-04,16.0,16.7,0.0,0.0,100.0,800000,Low,0.0,Thursday,January,Daily tracking for Federal Bank contract
BRD-003,CR113,Federal Bank,2024-01-05,16.0,15.9,0.1,238.0,99.5,800000,Low,238.0,Friday,January,Daily tracking for Federal Bank contract
BRD-003,CR113,Federal Bank,2024-01-06,16.0,12.9,3.1,9308.0,80.6,800000,Critical,9308.0,Saturday,January,Daily tracking for Federal Bank contract
BRD-003,CR113,Federal Bank,2024-01-07,16.0,13.5,2.5,7600.0,84.2,800000,Critical,7600.0,Sunday,January,Daily tracking for Federal Bank contract
BRD-003,CR113,Federal Bank,2024-01-08,16.0,16.5,0.0,0.0,100.0,800000,Low,0.0,Monday,January,Daily tracking for Federal Bank contract
BRD-003,CR113,Federal Bank,2024-01-09,16.0,16.9,0.0,0.0,100.0,800000,Low,0.0,Tuesday,January,Daily tracking for Federal Bank contract
BRD-003,CR113,Federal Bank,2024-01-10,16.0,15.2,0.8,2275.0,95.3,800000,Low,2275.0,Wednesday,January,Daily tracking for Federal Bank contract
BRD-003,CR113,Federal Bank,2024-01-11,16.0,14.8,1.2,3472.0,92.8,800000,Medium,3472.0,Thursday,January,Daily tracking for Federal Bank contract
BRD-003,CR113,Federal Bank,2024-01-12,16.0,14.8,1.2,3539.0,92.6,800000,Medium,3539.0,Friday,January,Daily tracking for Federal Bank contract
BRD-003,CR113,Federal Bank,2024-01-13,16.0,15.2,0.8,2280.0,95.2,800000,Low,2280.0,Saturday,January,Daily tracking for Federal Bank contract
BRD-003,CR113,Federal Bank,2024-01-14,16.0,13.5,2.5,7504.0,84.4,800000,Critical,7504.0,Sunday,January,Daily tracking for Federal Bank contract
BRD-003,CR113,Federal Bank,2024-01-15,16.0,14.2,1.8,5264.0,89.0,800000,Critical,5264.0,Monday,January,Daily tracking for Federal Bank contract
BRD-003,CR113,Federal Bank,2024-01-16,16.0,16.7,0.0,0.0,100.0,800000,Low,0.0,Tuesday,January,Daily tracking for Federal Bank contract
BRD-003,CR113,Federal Bank,2024-01-17,16.0,14.2,1.8,5411.0,88.7,800000,Critical,5411.0,Wednesday,January,Daily tracking for Federal Bank contract
BRD-003,CR113,Federal Bank,2024-01-18,16.0,16.2,0.0,0.0,100.0,800000,Low,0.0,Thursday,January,Daily tracking for Federal Bank contract
BRD-003,CR113,Federal Bank,2024-01-19,16.0,15.6,0.4,1120.0,97.7,800000,Low,1120.0,Friday,January,Daily tracking for Federal Bank contract
BRD-003,CR113,Federal Bank,2024-01-20,16.0,13.3,2.7,7974.0,83.4,800000,Critical,7974.0,Saturday,January,Daily tracking for Federal Bank contract
BRD-003,CR113,Federal Bank,2024-01-21,16.0,12.4,3.6,10652.0,77.8,800000,Critical,10652.0,Sunday,January,Daily tracking for Federal Bank contract
BRD-003,CR113,Federal Bank,2024-01-22,16.0,14.4,1.6,4800.0,90.0,800000,Medium,4800.0,Monday,January,Daily tracking for Federal Bank contract
BRD-003,CR113,Federal Bank,2024-01-23,16.0,14.4,1.6,4772.0,90.1,800000,Medium,4772.0,Tuesday,January,Daily tracking for Federal Bank contract
BRD-003,CR113,Federal Bank,2024-01-24,16.0,15.5,0.5,1547.0,96.8,800000,Low,1547.0,Wednesday,January,Daily tracking for Federal Bank contract
BRD-003,CR113,Federal Bank,2024-01-25,16.0,14.2,1.8,5495.0,88.6,800000,Critical,5495.0,Thursday,January,Daily tracking for Federal Bank contract
BRD-003,CR113,Federal Bank,2024-01-26,16.0,15.2,0.8,2493.0,94.8,800000,Medium,2493.0,Friday,January,Daily tracking for Federal Bank contract
BRD-003,CR113,Federal Bank,2024-01-27,16.0,15.4,0.6,1782.0,96.3,800000,Low,1782.0,Saturday,January,Daily tracking for Federal Bank contract
BRD-003,CR113,Federal Bank,2024-01-28,16.0,13.6,2.4,7322.0,84.7,800000,Critical,7322.0,Sunday,January,Daily tracking for Federal Bank contract
BRD-003,CR113,Federal Bank,2024-01-29,16.0,16.3,0.0,0.0,100.0,800000,Low,0.0,Monday,January,Daily tracking for Federal Bank contract
BRD-003,CR113,Federal Bank,2024-01-30,16.0,16.5,0.0,0.0,100.0,800000,Low,0.0,Tuesday,January,Daily tracking for Federal Bank contract
BRD-003,CR113,Federal Bank,2024-01-31,16.0,16.0,0.0,0.0,100.0,800000,Low,0.0,Wednesday,January,Daily tracking for Federal Bank contract
BRD-003,CR113,Federal Bank,2024-02-01,16.0,16.5,0.0,0.0,100.0,800000,Low,0.0,Thursday,February,Daily tracking for Federal Bank contract
BRD-003,CR113,Federal Bank,2024-02-02,16.0,16.6,0.0,0.0,100.0,800000,Low,0.0,Friday,February,Daily tracking for Federal Bank contract
BRD-003,CR113,Federal Bank,2024-02-03,16.0,13.0,3.0,8988.0,81.3,800000,Critical,8988.0,Saturday,February,Daily tracking for Federal Bank contract
BRD-003,CR113,Federal Bank,2024-02-04,16.0,13.5,2.5,7435.0,84.5,800000,Critical,7435.0,Sunday,February,Daily tracking for Federal Bank contract
BRD-003,CR113,Federal Bank,2024-02-05,16.0,14.1,1.9,5676.0,88.2,800000,Critical,5676.0,Monday,February,Daily tracking for Federal Bank contract
BRD-003,CR113,Federal Bank,2024-02-06,16.0,14.2,1.8,5498.0,88.5,800000,Critical,5498.0,Tuesday,February,Daily tracking for Federal Bank contract
BRD-003,CR113,Federal Bank,2024-02-07,16.0,14.1,1.9,5753.0,88.0,800000,Critical,5753.0,Wednesday,February,Daily tracking for Federal Bank contract
BRD-003,CR113,Federal Bank,2024-02-08,16.0,15.6,0.4,1288.0,97.3,800000,Low,1288.0,Thursday,February,Daily tracking for Federal Bank contract
BRD-003,CR113,Federal Bank,2024-02-09,16.0,14.3,1.7,4988.0,89.6,800000,Critical,4988.0,Friday,February,Daily tracking for Federal Bank contract
BRD-003,CR113,Federal Bank,2024-02-10,16.0,12.7,3.3,9907.0,79.4,800000,Critical,9907.0,Saturday,February,Daily tracking for Federal Bank contract
BRD-003,CR113,Federal Bank,2024-02-11,16.0,11.3,4.7,14218.0,70.4,800000,Critical,14218.0,Sunday,February,Daily tracking for Federal Bank contract
BRD-003,CR113,Federal Bank,2024-02-12,16.0,15.6,0.4,1249.0,97.4,800000,Low,1249.0,Monday,February,Daily tracking for Federal Bank contract
BRD-003,CR113,Federal Bank,2024-02-13,16.0,14.2,1.8,5489.0,88.6,800000,Critical,5489.0,Tuesday,February,Daily tracking for Federal Bank contract
BRD-003,CR113,Federal Bank,2024-02-14,16.0,16.0,0.0,0.0,100.0,800000,Low,0.0,Wednesday,February,Daily tracking for Federal Bank contract
BRD-003,CR113,Federal Bank,2024-02-15,16.0,14.7,1.3,3762.0,92.2,800000,Medium,3762.0,Thursday,February,Daily tracking for Federal Bank contract
BRD-003,CR113,Federal Bank,2024-02-16,16.0,14.8,1.2,3505.0,92.7,800000,Medium,3505.0,Friday,February,Daily tracking for Federal Bank contract
BRD-003,CR113,Federal Bank,2024-02-17,16.0,13.6,2.4,7061.0,85.3,800000,Critical,7061.0,Saturday,February,Daily tracking for Federal Bank contract
BRD-003,CR113,Federal Bank,2024-02-18,16.0,11.6,4.4,13314.0,72.3,800000,Critical,13314.0,Sunday,February,Daily tracking for Federal Bank contract
BRD-003,CR113,Federal Bank,2024-02-19,16.0,15.9,0.1,428.0,99.1,800000,Low,428.0,Monday,February,Daily tracking for Federal Bank contract
BRD-003,CR113,Federal Bank,2024-02-20,16.0,16.4,0.0,0.0,100.0,800000,Low,0.0,Tuesday,February,Daily tracking for Federal Bank contract
BRD-003,CR113,Federal Bank,2024-02-21,16.0,14.9,1.1,3225.0,93.3,800000,Medium,3225.0,Wednesday,February,Daily tracking for Federal Bank contract
BRD-003,CR113,Federal Bank,2024-02-22,16.0,15.0,1.0,3077.0,93.6,800000,Medium,3077.0,Thursday,February,Daily tracking for Federal Bank contract
BRD-003,CR113,Federal Bank,2024-02-23,16.0,14.5,1.5,4527.0,90.6,800000,Medium,4527.0,Friday,February,Daily tracking for Federal Bank contract
BRD-003,CR113,Federal Bank,2024-02-24,16.0,12.6,3.4,10129.0,78.9,800000,Critical,10129.0,Saturday,February,Daily tracking for Federal Bank contract
BRD-003,CR113,Federal Bank,2024-02-25,16.0,11.6,4.4,13220.0,72.5,800000,Critical,13220.0,Sunday,February,Daily tracking for Federal Bank contract
BRD-003,CR113,Federal Bank,2024-02-26,16.0,16.4,0.0,0.0,100.0,800000,Low,0.0,Monday,February,Daily tracking for Federal Bank contract
BRD-003,CR113,Federal Bank,2024-02-27,16.0,16.8,0.0,0.0,100.0,800000,Low,0.0,Tuesday,February,Daily tracking for Federal Bank contract
BRD-003,CR113,Federal Bank,2024-02-28,16.0,14.7,1.3,3828.0,92.0,800000,Medium,3828.0,Wednesday,February,Daily tracking for Federal Bank contract
BRD-003,CR113,Federal Bank,2024-02-29,16.0,15.9,0.1,322.0,99.3,800000,Low,322.0,Thursday,February,Daily tracking for Federal Bank contract
BRD-003,CR113,Federal Bank,2024-03-01,16.0,15.7,0.3,932.0,98.1,800000,Low,932.0,Friday,March,Daily tracking for Federal Bank contract
BRD-003,CR113,Federal Bank,2024-03-02,16.0,15.3,0.7,2077.0,95.7,800000,Low,2077.0,Saturday,March,Daily tracking for Federal Bank contract
BRD-003,CR113,Federal Bank,2024-03-03,16.0,13.5,2.5,7511.0,84.4,800000,Critical,7511.0,Sunday,March,Daily tracking for Federal Bank contract
